start_date,end_date,progress,duration_in_seconds,finished,recorded_date,iraq_fair_r,iraq_wealthy_privilege,iraq_angry,iraq_corrupt,iraq_happy_r,bailouts_fair_r,bailouts_wealthy_privilege,bailouts_angry,bailouts_corrupt,bailouts_happy_r,offshore_fair_r,offshore_wealthy_privilege,offshore_angry,offshore_corrupt,offshore_happy_r,covid_19_relief_fair_r,covid_19_relief_wealthy_privilege,covid_19_relief_angry,covid_19_relief_corrupt,covid_19_relief_happy_r,large_corps_fair_r,large_corps_wealthy_privilege,large_corps_angry,large_corps_corrupt,large_corps_happy_r,charity_fair_r,charity_wealthy_privilege,charity_angry,charity_corrupt,charity_happy_r,gov_response_overall_safe_r,gov_response_overall_suffering,gov_response_overall_concern_r,gov_response_overall_protect_jobs_r,gov_response_overall_generous_r,community_response_safe_r,community_response_suffering,community_response_concern_r,community_response_help_those_in_need_r,community_response_generous_r,idealism_community_dishonest_r,idealism_community_considerate,idealism_community_good,idealism_community_positive,idealism_community_right,idealism_community_included,idealism_elites_dishonest_r,idealism_elites_considerate,idealism_elites_good,idealism_elites_positive,idealism_elites_right,idealism_elites_included,idealism_police_dishonest_r,idealism_police_considerate,idealism_police_good,idealism_police_positive,idealism_police_right,idealism_police_included,pre_video_sympathy_blm,pre_video_anger_blm_r,pre_video_participate_blm_protests,pre_video_wish_participated,pre_video_wish_blue_r,pre_video_donations_support_blm,pre_video_donations_oppose_blm_r,pre_video_social_media_support_blm,pre_video_social_media_criticize_blm_r,q_104_first_click,q_104_last_click,q_104_page_submit,q_104_click_count,elevation_want_to_help,elevation_feel_close,elevation_better_person,elevation_find_ways_to_help,elevation_warmth,elevation_lump,elevation_tears,elevation_goosebumps,elevation_uplifted,elevation_moved,elevation_touched,elevation_inspired,elevation_compassion,elevation_admiration,elevation_heartwarming,positive_affect_happy,positive_affect_entertained,positive_affect_amused,positive_affect_delighted,afraid_of_protestors,afraid_of_police,angry_at_protestors,angry_at_police,post_video_sympathy_blm,post_video_anger_blm_r,post_video_plan_to_participate_blm_protests,post_video_wish_participate,post_video_wish_blue_r,post_video_donations_support_blm,post_video_donations_oppose_blm_r,post_video_social_media_support_blm,post_video_social_media_criticize_blm_r,effectiveness_of_blm_post,police_funding,tactic_looting,tactic_burn_stations,tactic_loud_chants,tactic_block_traffic,tactic_gathering,ii_m_bombcities,ii_r_e_welfare,ii_e_taxcuts,ii_r_m_guncontrol,ii_m_militaryspending,ii_m_warantlesssearch,ii_r_e_pollutioncontrol,ii_r_e_foreignaid,ii_r_s_womenequality,ii_m_obedience,ii_r_m_enemycompromise,ii_m_nukes,ii_m_drones,ii_s_charterschools,ii_s_prayer,ii_r_m_pacifism,ii_r_e_socialism,ii_r_s_porn,ii_r_m_immigration,ii_s_deathpenalty,ii_m_waterboard,ii_r_s_premaritalsex,ii_r_s_gaymarriage,ii_r_s_abortion,ii_r_s_evolution,ii_m_patriotism,ii_s_bibletruth,ii_r_e_globalization,ii_e_smallgovernment,covid_experience_bored,covid_experience_frustrated,covid_experience_lonely,covid_experience_angry,covid_experience_happy_r,race_ethnicity_origin,race_ethnicity_origin_text,age,pol_parties,pol_parties_text,community_description,gender,gender_text,catch_sky_color,income,education,direct_connection_bl,direct_connection_ra,direct_connection_po,direct_connection_el,catch_distractions,catch_video_stream,catch_honesty,random_id,vid_time
2020-06-24T12:33:35Z,2020-06-24T12:46:35Z,100,779,1,2020-06-24T12:46:35Z,2,7,4,4,1,1,7,4,4,1,1,7,5,6,1,2,5,4,3,2,1,7,4,4,1,6,1,1,1,6,2,6,2,2,3,5,3,5,5,5,2,5,5,5,5,5,5,2,1,2,2,2,4,2,3,3,3,2,4,1,1,3,1,1,1,3,1,0,0,104.088,0,0,0,2,0,0,0,0,0,2,2,2,2,2,2,2,-1,1,1,1,1,-1,1,0,5,1,3,4,1,2,1,4,1,3,-50,1,1,6,4,6,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,0,-1,1,1,0,0,-1,-1,1,1,1,1,0,0,1,-1,4,2,3,2,3,7,NA,48,2,NA,1,1,NA,3,6,5,1,2,1,1,3,1,1,213222,104.088
2020-06-24T12:25:46Z,2020-06-24T12:46:37Z,100,1250,1,2020-06-24T12:46:37Z,5,1,5,3,3,3,4,6,4,2,1,3,7,7,1,7,1,1,1,7,6,2,2,2,5,6,3,3,3,4,7,2,6,4,6,5,2,6,6,5,2,5,6,5,6,6,4,3,3,3,3,4,6,7,7,7,7,7,2,5,1,1,5,1,1,1,2,0,0,104.958,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,5,1,1,5,1,1,1,1,3,50,1,1,4,1,1,0,1,1,-1,1,-1,1,0,-1,1,-1,0,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,4,7,NA,57,1,NA,2,1,NA,3,5,4,2,2,2,1,3,1,1,152811,104.958
2020-06-24T12:33:57Z,2020-06-24T12:46:43Z,100,765,1,2020-06-24T12:46:43Z,1,4,3,3,1,2,7,3,2,1,1,7,4,4,1,1,4,3,1,1,1,7,3,3,1,7,1,1,1,6,2,7,5,2,4,6,2,6,6,6,1,6,6,6,6,6,2,4,4,4,4,4,6,6,6,6,6,6,5,1,1,2,1,1,1,1,1,0,0,107.179,0,-1,-1,0,0,1,1,1,1,1,-1,1,1,2,0,1,1,1,1,1,1,1,1,0,5,1,1,2,1,2,1,1,1,4,-50,1,1,4,1,2,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,1,-1,5,5,5,5,1,7,NA,68,2,NA,4,1,NA,3,3,5,1,1,1,1,3,1,1,548477,107.179
2020-06-24T12:35:39Z,2020-06-24T12:46:46Z,100,667,1,2020-06-24T12:46:46Z,2,3,5,6,1,1,7,5,7,1,1,7,7,7,1,3,6,4,5,3,1,7,4,7,1,5,2,1,3,3,3,5,4,1,3,6,2,6,6,5,3,5,5,6,5,5,5,2,3,3,4,3,3,5,5,5,4,4,1,3,1,1,1,1,1,1,4,8.134,8.134,103.637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,4,3,-25,1,1,6,1,1,0,1,1,-1,1,-1,1,-1,1,0,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,3,4,2,3,4,7,NA,57,1,NA,2,2,NA,3,8,3,1,1,1,1,3,1,1,565625,103.637
2020-06-24T12:35:22Z,2020-06-24T12:46:49Z,100,686,1,2020-06-24T12:46:49Z,1,5,6,7,1,1,7,6,7,1,1,7,6,7,1,1,7,7,7,1,1,7,7,7,1,7,2,1,2,4,1,7,1,1,1,4,3,4,4,4,2,5,5,4,5,6,5,3,2,1,2,2,6,1,2,1,2,2,5,1,1,3,1,3,1,4,1,0,0,105.003,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,2,0,1,1,1,1,1,-1,1,2,5,1,1,3,1,3,1,4,1,3,-50,2,2,6,6,6,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,0,1,0,-1,-1,1,1,1,1,-1,-1,0,-1,2,3,1,1,2,7,NA,36,2,NA,2,1,NA,3,7,7,3,3,1,1,3,1,1,587678,105.003
2020-06-24T12:36:38Z,2020-06-24T12:46:55Z,100,617,1,2020-06-24T12:46:55Z,2,5,6,6,2,2,5,6,5,2,3,5,5,5,2,3,5,3,4,5,2,7,5,6,1,3,4,4,3,6,2,5,2,3,2,4,5,3,2,3,2,4,3,5,4,5,6,2,2,2,2,3,2,4,3,4,3,4,5,1,2,2,3,2,1,2,1,4.683,4.683,104.627,1,0,0,0,2,0,-1,-1,2,0,-1,-1,0,0,0,-1,0,0,1,-1,1,0,1,-1,4,3,3,3,4,3,1,3,1,2,-35,1,1,4,2,3,-1,1,-1,1,-1,1,1,1,1,0,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,0,1,1,5,3,4,2,3,2,NA,24,2,NA,1,2,NA,3,3,5,2,3,1,1,3,1,1,626527,104.627
2020-06-24T12:37:10Z,2020-06-24T12:46:59Z,100,588,1,2020-06-24T12:46:59Z,4,2,2,2,5,3,5,4,4,3,5,3,1,1,4,5,3,3,3,4,5,5,2,3,5,3,5,5,5,4,6,2,6,6,6,6,2,6,6,6,2,6,6,6,6,6,2,5,5,5,5,5,1,6,6,6,6,6,3,2,1,1,1,1,1,1,1,3.957,4.97,105.233,2,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,10,1,1,6,1,4,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,2,2,1,1,4,7,NA,36,1,NA,2,2,NA,3,11,7,1,1,3,3,3,1,1,315465,105.233
2020-06-24T12:34:47Z,2020-06-24T12:47:04Z,100,737,1,2020-06-24T12:47:04Z,4,2,1,1,6,4,4,4,4,4,2,1,4,4,1,7,2,1,1,7,3,6,1,2,4,7,1,1,1,6,6,1,7,6,6,7,1,7,7,7,1,6,6,6,6,6,3,2,2,2,2,2,1,6,6,6,6,7,3,1,1,1,1,1,1,1,1,0,0,126.455,0,-1,-1,2,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,1,1,2,1,2,1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,1,1,-1,1,4,1,4,1,1,7,NA,36,1,NA,2,1,NA,3,11,5,1,1,2,1,3,1,1,236770,126.455
2020-06-24T12:37:27Z,2020-06-24T12:47:08Z,100,580,1,2020-06-24T12:47:08Z,1,6,6,7,1,1,6,7,6,1,7,1,1,1,7,1,7,7,7,2,1,6,7,7,1,7,1,1,2,7,1,7,1,1,1,1,6,1,1,2,6,1,1,1,1,2,7,1,1,1,1,1,7,2,1,2,1,1,5,1,1,5,1,1,1,5,1,90.682,90.682,103.396,1,2,0,2,0,2,0,0,0,2,2,2,0,0,0,0,-1,2,2,2,1,2,1,2,5,1,5,5,1,5,1,5,1,4,-75,1,2,6,1,6,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1,2,3,2,1,2,7,NA,24,0,NA,4,2,NA,3,6,2,2,3,1,1,3,1,1,849676,103.396
2020-06-24T12:36:20Z,2020-06-24T12:47:18Z,100,657,1,2020-06-24T12:47:19Z,1,4,5,5,1,4,6,2,1,3,5,6,4,3,4,7,2,1,1,7,1,7,6,7,2,7,1,1,1,7,1,7,1,1,1,1,7,1,2,1,1,6,5,5,5,5,7,1,1,1,1,1,6,2,2,1,1,2,5,1,1,2,1,1,1,1,1,8.749,42.693,46.682,2,2,0,0,0,-1,-1,0,-1,0,0,2,0,0,0,0,0,-1,1,-1,1,2,1,2,5,1,2,3,1,2,1,2,1,3,-52,1,1,6,1,1,-1,1,1,1,1,-1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,2,1,1,4,37,NA,25,2,NA,2,1,NA,3,4,3,4,3,2,1,3,1,1,680427,46.682
2020-06-24T12:31:17Z,2020-06-24T12:47:20Z,100,963,1,2020-06-24T12:47:21Z,1,7,7,7,1,1,7,7,4,1,7,7,1,1,7,1,7,7,7,1,1,7,7,7,1,5,2,2,5,4,1,7,1,1,1,5,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,7,1,1,1,1,1,5,1,1,3,1,1,1,1,1,5.33,5.33,8.742,1,-1,0,1,-1,2,-1,1,1,2,2,2,2,2,2,2,0,1,1,0,1,2,1,2,5,1,2,3,1,1,1,1,1,3,-50,6,6,6,6,6,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,2,1,1,1,4,7,NA,49,2,NA,1,2,NA,3,7,5,1,2,1,2,3,1,1,237170,8.742
2020-06-24T12:38:12Z,2020-06-24T12:47:26Z,100,553,1,2020-06-24T12:47:27Z,5,3,3,4,5,4,2,3,5,4,3,5,6,5,4,5,4,2,3,4,3,5,4,4,6,3,5,4,5,3,4,6,5,5,3,6,7,3,5,4,4,5,4,5,6,5,4,5,6,5,4,3,3,3,4,5,5,4,4,1,1,3,3,2,1,1,1,0,0,1.877,0,0,0,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,3,1,2,2,1,3,1,2,1,2,-37,1,1,4,1,2,1,1,1,-1,0,-1,1,-1,1,0,1,1,1,1,0,0,1,1,-1,0,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,7,NA,29,1,NA,4,2,NA,3,4,2,3,4,4,3,3,1,1,989797,1.877
2020-06-24T12:28:05Z,2020-06-24T12:47:27Z,100,1162,1,2020-06-24T12:47:28Z,3,7,7,2,5,5,2,2,3,4,1,6,4,2,2,3,5,4,6,2,2,6,4,3,6,4,6,6,2,6,6,2,5,6,3,6,1,4,1,2,6,5,6,4,2,5,6,4,3,3,4,2,7,1,1,1,1,1,5,1,2,5,1,1,5,5,1,78.932,78.932,108.24,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,1,2,1,2,5,1,4,5,1,5,1,5,1,5,98,6,4,6,6,6,-1,1,1,0,1,-1,0,-1,1,1,-1,-1,1,1,1,0,1,0,-1,1,1,0,0,0,-1,-1,1,1,0,4,3,1,2,1,3,NA,29,2,NA,2,1,NA,3,1,2,5,4,1,3,3,1,1,323296,108.24
2020-06-24T12:27:47Z,2020-06-24T12:47:53Z,100,1205,1,2020-06-24T12:47:53Z,2,6,6,7,1,2,7,4,6,1,4,6,2,3,1,4,6,3,4,2,3,7,4,5,2,5,3,3,4,4,2,5,2,2,1,3,5,3,3,2,4,2,4,4,3,3,5,1,2,2,2,2,4,3,3,2,3,3,5,1,1,2,1,4,1,1,1,2.52,2.52,5.855,1,0,0,0,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,4,1,2,2,1,4,1,4,1,3,-70,1,1,6,2,3,-1,1,-1,1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,1,1,1,0,-1,-1,1,1,1,1,-1,-1,1,-1,2,2,2,1,2,2,NA,25,2,NA,1,2,NA,3,11,7,2,2,1,2,3,1,1,206688,5.855
2020-06-24T12:34:49Z,2020-06-24T12:48:04Z,100,795,1,2020-06-24T12:48:04Z,2,2,4,4,1,4,4,4,4,4,5,4,3,3,5,4,2,2,2,6,3,6,5,5,3,3,2,2,1,5,5,2,6,5,5,5,2,5,6,6,3,5,6,5,5,6,2,2,2,2,2,1,1,6,5,1,6,6,3,1,1,1,1,1,1,1,1,0,0,104.396,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,2,1,1,1,1,1,1,1,2,0,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,0,1,0,-1,0,0,3,1,2,1,3,7,NA,24,0,NA,4,2,NA,3,8,3,1,1,2,1,3,1,1,791712,104.396
2020-06-24T12:26:19Z,2020-06-24T12:48:08Z,100,1309,1,2020-06-24T12:48:09Z,5,4,2,3,2,1,7,7,7,1,4,6,1,1,4,7,6,7,6,1,4,4,1,3,5,7,1,1,5,7,3,4,7,4,7,3,1,4,4,3,2,4,3,4,3,3,1,3,6,6,3,7,1,4,7,6,7,7,1,4,1,1,1,1,1,1,1,1.664,1.664,108.152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,4,1,1,1,1,1,1,1,2,0,1,1,6,1,3,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,0,-1,-1,1,-1,1,0,1,1,1,1,1,-1,1,1,3,3,1,1,4,47,NA,33,0,NA,1,2,NA,3,11,7,3,5,1,1,3,1,1,214455,108.152
2020-06-24T12:36:03Z,2020-06-24T12:48:17Z,100,733,1,2020-06-24T12:48:17Z,6,4,5,5,7,6,5,4,6,5,6,6,4,7,5,6,5,4,5,6,6,6,5,4,6,4,5,5,4,7,5,4,5,6,6,5,6,7,6,5,6,6,5,4,6,5,6,7,6,6,4,5,6,5,6,7,4,5,3,2,4,3,4,3,3,5,4,3.653,3.653,157.246,1,-1,-1,0,2,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,0,-1,0,-1,0,0,2,3,4,3,4,3,4,3,2,4,3,34,4,3,4,3,4,1,0,1,1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,2,4,4,3,5,3,NA,32,2,NA,1,2,NA,3,5,7,3,4,3,5,3,1,1,183914,157.246
2020-06-24T12:34:31Z,2020-06-24T12:48:31Z,100,839,1,2020-06-24T12:48:31Z,1,4,7,6,1,1,7,6,7,1,1,7,5,5,1,2,5,5,2,4,1,7,7,6,1,2,5,3,6,3,1,7,2,1,2,3,5,2,3,2,3,5,5,5,4,5,4,2,2,1,2,1,7,1,1,1,2,1,3,1,1,3,1,1,1,1,1,0,0,107.349,0,1,1,1,0,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,3,1,1,1,1,2,1,1,1,2,-50,1,1,6,1,6,-1,1,0,0,-1,-1,1,0,1,-1,1,-1,-1,-1,-1,1,1,1,0,-1,-1,1,1,0,1,0,-1,1,0,2,2,1,4,1,7,NA,35,0,NA,4,2,NA,3,3,3,2,2,1,1,3,1,1,699014,107.349
2020-06-24T12:30:43Z,2020-06-24T12:48:35Z,100,1071,1,2020-06-24T12:48:35Z,3,3,3,3,1,1,7,7,7,1,1,7,7,7,1,4,4,3,3,4,2,7,6,6,3,6,1,1,1,6,5,4,5,4,5,5,2,5,6,5,3,5,6,5,5,6,4,4,4,3,4,4,1,5,6,5,5,5,5,1,1,2,1,1,1,1,1,5.121,5.121,105.818,1,2,2,2,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,0,4,1,2,3,1,1,1,2,1,2,-15,1,1,6,1,3,0,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,0,1,-1,0,-1,1,1,0,1,1,1,1,0,1,1,2,2,2,1,2,7,NA,40,1,NA,2,1,NA,3,6,2,2,2,2,1,3,1,1,261005,105.818
2020-06-24T12:30:56Z,2020-06-24T12:48:45Z,100,1069,1,2020-06-24T12:48:46Z,7,6,7,5,6,5,5,7,6,7,4,6,6,5,7,5,6,5,7,7,5,7,6,7,5,6,5,7,5,7,6,7,5,7,5,6,7,7,4,5,6,7,5,6,7,5,6,6,7,5,7,5,6,5,7,7,4,6,4,5,4,4,5,4,4,5,4,11.354,11.354,112.368,1,2,-1,2,0,2,0,2,0,2,0,0,2,0,0,2,-1,2,2,0,0,0,2,2,5,4,5,4,5,4,4,5,4,5,78,6,3,4,4,4,1,1,0,1,1,1,0,1,1,-1,1,-1,1,1,1,-1,1,0,-1,1,0,1,1,1,1,-1,1,-1,1,4,5,4,5,4,3,NA,32,1,NA,3,2,NA,3,7,5,5,4,5,4,3,1,1,153844,112.368
2020-06-24T12:25:29Z,2020-06-24T12:48:47Z,100,1398,1,2020-06-24T12:48:48Z,3,3,3,3,2,2,6,5,5,2,2,3,4,3,1,6,2,1,2,4,3,5,3,4,3,4,1,1,2,4,5,2,4,4,5,5,2,6,5,5,2,5,6,4,5,5,3,5,2,2,2,3,2,6,6,5,6,5,1,4,1,1,1,1,1,1,2,2.635,64.834,103.543,3,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,0,1,1,4,1,1,1,1,1,1,2,2,30,1,1,2,1,2,1,-1,1,-1,1,-1,0,-1,1,1,-1,1,1,1,1,0,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,2,3,2,2,2,7,NA,37,1,NA,1,2,NA,3,11,7,1,2,2,1,3,1,1,551004,103.543
2020-06-24T12:31:32Z,2020-06-24T12:48:58Z,100,1045,1,2020-06-24T12:48:59Z,4,4,5,2,3,6,4,5,4,6,6,4,5,4,6,4,7,2,2,6,6,3,5,5,5,5,4,4,4,6,4,3,6,5,6,4,5,6,7,2,5,4,3,4,5,5,5,5,6,3,5,4,3,5,5,5,6,4,5,1,3,3,2,4,2,4,4,22.423,22.423,106.179,1,2,0,2,2,0,-1,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,5,1,4,4,1,5,1,5,1,4,27,1,1,2,1,4,-1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,3,2,3,3,7,NA,49,2,NA,2,2,NA,3,9,7,3,3,3,3,3,1,1,279908,106.179
2020-06-24T12:38:26Z,2020-06-24T12:49:08Z,100,641,1,2020-06-24T12:49:08Z,1,4,5,7,1,3,6,1,5,1,4,6,6,4,1,4,5,2,3,4,3,6,3,4,2,2,5,3,5,2,1,7,1,1,1,4,2,4,4,4,3,4,5,4,4,4,7,1,1,1,1,1,2,6,6,5,5,6,2,1,1,1,1,1,1,1,1,0,0,9.987,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,27,2,1,6,1,6,-1,1,1,-1,-1,-1,-1,0,1,0,1,-1,-1,0,0,1,-1,1,0,0,-1,1,1,0,-1,1,-1,-1,1,3,4,3,5,2,7,NA,46,1,NA,5,2,NA,3,2,5,2,2,1,1,3,2,1,701874,9.987
2020-06-24T12:31:36Z,2020-06-24T12:49:09Z,100,1053,1,2020-06-24T12:49:10Z,6,5,5,5,6,5,6,6,5,6,5,5,5,6,6,5,6,6,6,5,6,5,6,5,5,5,6,6,5,6,5,5,6,6,5,5,6,6,6,5,6,5,4,4,6,5,6,5,6,6,5,5,6,6,6,5,5,5,4,4,4,4,4,3,5,4,4,0,0,114.095,0,2,0,2,2,0,2,2,0,2,0,0,0,2,2,0,2,2,2,2,0,0,0,2,4,4,4,4,3,4,4,3,4,3,57,3,4,6,4,3,0,1,0,1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,1,1,1,0,1,0,1,1,0,-1,1,-1,-1,4,3,4,3,4,3,NA,35,1,NA,3,2,NA,3,6,5,3,3,3,4,3,1,1,264606,114.095
2020-06-24T12:38:01Z,2020-06-24T12:49:12Z,100,670,1,2020-06-24T12:49:12Z,4,2,2,3,3,3,5,4,4,2,1,4,7,6,1,3,5,4,4,3,3,5,3,4,3,4,1,1,3,4,4,3,4,1,2,5,2,5,5,4,3,4,5,4,5,4,4,2,3,1,3,3,1,5,6,6,7,5,1,4,1,1,2,1,1,1,1,0,0,103.929,0,1,-1,1,1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,4,1,1,1,1,1,1,1,2,10,1,1,3,1,2,-1,0,1,-1,1,-1,1,1,1,1,-1,-1,1,0,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,0,-1,1,3,5,4,2,1,7,NA,45,0,NA,4,2,NA,3,4,3,1,1,1,1,3,1,1,762033,103.929
2020-06-24T12:40:50Z,2020-06-24T12:49:16Z,100,505,1,2020-06-24T12:49:16Z,1,6,6,6,1,3,6,4,5,3,2,7,5,5,3,2,7,5,6,3,2,6,5,6,2,4,5,3,4,3,3,6,3,2,2,4,4,4,3,4,3,5,4,5,5,5,6,2,2,2,2,2,6,2,2,2,2,2,5,1,2,5,1,2,1,3,1,0,0,103.252,0,0,0,0,0,0,-1,-1,0,0,0,0,2,2,2,0,2,-1,-1,0,1,-1,1,2,5,1,2,5,1,2,1,3,1,4,-75,4,6,6,6,6,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,2,2,3,2,4,7,NA,29,2,NA,2,2,NA,3,3,5,2,2,1,1,3,1,1,904981,103.252
2020-06-24T12:40:05Z,2020-06-24T12:49:29Z,100,563,1,2020-06-24T12:49:29Z,4,5,3,3,4,4,5,3,4,3,3,5,3,4,4,5,4,6,3,2,4,7,3,5,4,4,4,3,4,5,5,5,6,4,4,3,5,2,3,1,7,3,1,2,1,3,5,3,4,4,3,4,2,7,6,7,6,6,1,3,1,1,1,1,1,1,3,45.934,45.934,47.612,1,-1,1,0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,-1,1,-1,1,1,3,1,1,1,1,1,1,2,1,28,1,1,2,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,0,0,-1,1,-1,1,1,1,0,1,1,1,-1,1,2,1,1,1,12357,NA,22,0,NA,1,1,NA,3,6,4,1,1,3,2,3,1,1,821601,47.612
2020-06-24T12:26:04Z,2020-06-24T12:49:30Z,100,1406,1,2020-06-24T12:49:31Z,2,6,6,6,2,1,7,7,7,7,1,7,7,1,1,1,6,6,6,2,2,6,6,6,2,6,2,2,2,6,3,5,5,5,5,6,6,6,6,6,2,6,6,6,6,6,5,5,5,5,5,5,3,5,5,5,5,5,4,1,3,4,4,4,1,3,1,8.209,8.209,132.93,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,2,2,5,1,4,4,1,4,1,5,1,4,-33,1,1,6,6,3,1,-1,1,1,-1,-1,1,1,1,1,-1,0,1,1,1,0,0,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,4,30,NA,30,2,NA,2,2,NA,3,6,5,4,4,1,2,3,1,1,197622,132.93
2020-06-24T12:36:25Z,2020-06-24T12:49:37Z,100,791,1,2020-06-24T12:49:37Z,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,5,3,3,3,5,1,7,1,1,1,3,5,3,3,3,3,5,5,5,5,5,7,2,1,1,1,2,6,3,3,3,3,3,5,1,2,5,1,2,1,4,1,0,0,104.237,0,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,-1,1,0,1,-1,1,0,5,1,3,5,1,3,1,4,1,4,-65,1,2,6,4,6,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,1,1,1,1,0,-1,1,-1,2,3,3,2,4,7,NA,27,2,NA,4,1,NA,3,4,4,5,5,1,1,3,1,1,659015,104.237
2020-06-24T12:30:48Z,2020-06-24T12:49:50Z,100,1142,1,2020-06-24T12:49:51Z,4,1,5,2,1,6,4,1,2,6,1,7,5,6,1,6,7,1,1,6,3,7,5,7,2,5,6,1,4,5,5,5,2,4,1,5,4,6,4,2,4,3,2,3,4,5,7,5,7,7,6,5,1,6,5,5,6,5,1,3,1,1,1,1,1,1,1,2.881,2.881,6.067,1,-1,2,0,2,0,1,-1,0,2,-1,-1,2,2,2,0,0,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,20,1,1,6,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,0,1,0,1,0,1,-1,-1,-1,1,1,1,0,4,3,5,2,3,7,NA,37,2,NA,4,1,NA,3,5,4,1,1,1,1,3,1,1,285208,6.067
