start_date,end_date,progress,duration_in_seconds,finished,recorded_date,iraq_fair_r,iraq_wealthy_privilege,iraq_angry,iraq_corrupt,iraq_happy_r,bailouts_fair_r,bailouts_wealthy_privilege,bailouts_angry,bailouts_corrupt,bailouts_happy_r,offshore_fair_r,offshore_wealthy_privilege,offshore_angry,offshore_corrupt,offshore_happy_r,covid_19_relief_fair_r,covid_19_relief_wealthy_privilege,covid_19_relief_angry,covid_19_relief_corrupt,covid_19_relief_happy_r,large_corps_fair_r,large_corps_wealthy_privilege,large_corps_angry,large_corps_corrupt,large_corps_happy_r,charity_fair_r,charity_wealthy_privilege,charity_angry,charity_corrupt,charity_happy_r,gov_response_overall_safe_r,gov_response_overall_suffering,gov_response_overall_concern_r,gov_response_overall_protect_jobs_r,gov_response_overall_generous_r,community_response_safe_r,community_response_suffering,community_response_concern_r,community_response_help_those_in_need_r,community_response_generous_r,idealism_community_dishonest_r,idealism_community_considerate,idealism_community_good,idealism_community_positive,idealism_community_right,idealism_community_included,idealism_elites_dishonest_r,idealism_elites_considerate,idealism_elites_good,idealism_elites_positive,idealism_elites_right,idealism_elites_included,idealism_police_dishonest_r,idealism_police_considerate,idealism_police_good,idealism_police_positive,idealism_police_right,idealism_police_included,pre_video_sympathy_blm,pre_video_anger_blm_r,pre_video_participate_blm_protests,pre_video_wish_participated,pre_video_wish_blue_r,pre_video_donations_support_blm,pre_video_donations_oppose_blm_r,pre_video_social_media_support_blm,pre_video_social_media_criticize_blm_r,q_104_first_click,q_104_last_click,q_104_page_submit,q_104_click_count,elevation_want_to_help,elevation_feel_close,elevation_better_person,elevation_find_ways_to_help,elevation_warmth,elevation_lump,elevation_tears,elevation_goosebumps,elevation_uplifted,elevation_moved,elevation_touched,elevation_inspired,elevation_compassion,elevation_admiration,elevation_heartwarming,positive_affect_happy,positive_affect_entertained,positive_affect_amused,positive_affect_delighted,afraid_of_protestors,afraid_of_police,angry_at_protestors,angry_at_police,post_video_sympathy_blm,post_video_anger_blm_r,post_video_plan_to_participate_blm_protests,post_video_wish_participate,post_video_wish_blue_r,post_video_donations_support_blm,post_video_donations_oppose_blm_r,post_video_social_media_support_blm,post_video_social_media_criticize_blm_r,effectiveness_of_blm_post,police_funding,tactic_looting,tactic_burn_stations,tactic_loud_chants,tactic_block_traffic,tactic_gathering,ii_m_bombcities,ii_r_e_welfare,ii_e_taxcuts,ii_r_m_guncontrol,ii_m_militaryspending,ii_m_warantlesssearch,ii_r_e_pollutioncontrol,ii_r_e_foreignaid,ii_r_s_womenequality,ii_m_obedience,ii_r_m_enemycompromise,ii_m_nukes,ii_m_drones,ii_s_charterschools,ii_s_prayer,ii_r_m_pacifism,ii_r_e_socialism,ii_r_s_porn,ii_r_m_immigration,ii_s_deathpenalty,ii_m_waterboard,ii_r_s_premaritalsex,ii_r_s_gaymarriage,ii_r_s_abortion,ii_r_s_evolution,ii_m_patriotism,ii_s_bibletruth,ii_r_e_globalization,ii_e_smallgovernment,covid_experience_bored,covid_experience_frustrated,covid_experience_lonely,covid_experience_angry,covid_experience_happy_r,race_ethnicity_origin,race_ethnicity_origin_text,age,pol_parties,pol_parties_text,community_description,gender,gender_text,catch_sky_color,income,education,direct_connection_bl,direct_connection_ra,direct_connection_po,direct_connection_el,catch_distractions,catch_video_stream,catch_honesty,random_id,vid_time
2020-06-24T12:55:18Z,2020-06-24T13:08:34Z,100,795,1,2020-06-24T13:08:35Z,2,4,6,4,1,2,6,5,4,2,3,4,3,3,2,4,2,2,2,4,4,6,2,2,2,4,4,2,2,4,5,2,5,5,5,4,2,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,2,6,6,6,6,6,1,3,1,1,1,1,1,1,1,5.738,7.061,106.254,2,1,1,1,1,1,1,1,1,1,-1,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,0,1,1,3,1,1,-1,0,1,1,1,-1,1,1,1,1,0,-1,1,1,0,0,-1,-1,-1,0,-1,-1,0,-1,1,1,1,0,1,1,1,1,1,4,4,NA,27,0,NA,5,2,NA,3,11,2,3,2,1,1,3,1,1,664017,106.254
2020-06-24T12:28:05Z,2020-06-24T13:08:54Z,100,2448,1,2020-06-24T13:08:54Z,1,1,3,4,1,4,1,4,3,3,1,1,7,7,1,4,1,2,4,4,1,7,5,5,1,3,7,4,4,1,3,7,5,1,4,4,5,4,5,5,3,4,4,3,4,4,7,1,1,1,1,1,4,3,3,3,3,3,2,3,1,1,1,1,1,1,1,5.308,30.039,105.149,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,2,0,1,1,1,1,1,-1,1,1,-1,0,-1,1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,0,1,0,-1,1,3,3,1,2,2,7,NA,50,1,NA,2,1,NA,3,4,4,1,1,1,1,3,1,1,513012,105.149
2020-06-24T12:57:32Z,2020-06-24T13:09:12Z,100,699,1,2020-06-24T13:09:13Z,1,7,7,7,1,1,7,7,7,1,1,7,5,7,1,1,7,6,7,1,1,7,5,6,1,4,5,4,4,4,1,7,1,1,1,2,5,2,2,3,2,4,5,4,5,5,7,1,2,1,2,1,5,4,4,2,4,3,5,2,3,3,1,4,1,4,1,0,0,105.213,0,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,-1,-1,2,1,-1,1,0,5,1,3,4,1,4,1,4,1,2,-60,1,1,6,6,6,-1,1,-1,1,-1,-1,1,1,1,0,1,-1,-1,-1,0,1,1,0,1,-1,-1,1,1,1,1,-1,-1,1,0,2,2,1,1,3,7,NA,30,0,NA,1,2,NA,3,8,5,2,3,3,1,3,1,1,188839,105.213
2020-06-24T12:49:48Z,2020-06-24T13:09:21Z,100,1172,1,2020-06-24T13:09:21Z,6,3,3,4,7,4,5,2,7,4,6,6,2,3,5,6,4,2,2,3,6,7,7,6,5,7,6,2,6,6,3,7,6,5,5,5,3,3,6,3,2,4,5,4,6,5,1,6,6,7,5,6,2,4,6,6,3,6,4,4,5,2,3,2,2,4,1,14.57,14.57,108.074,1,2,0,0,0,1,1,-1,1,0,0,2,2,0,2,0,2,0,0,2,1,1,1,1,4,3,4,4,4,5,4,2,4,4,57,3,1,6,4,4,1,1,-1,-1,1,-1,0,-1,1,1,1,1,-1,1,0,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,2,1,1,2,5,7,NA,26,2,NA,2,1,NA,3,5,5,4,3,3,4,3,1,1,499780,108.074
2020-06-24T12:39:11Z,2020-06-24T13:09:34Z,100,1823,1,2020-06-24T13:09:35Z,1,7,7,7,1,1,7,7,7,1,1,7,6,7,1,3,7,5,7,3,2,7,4,6,2,5,4,1,2,5,2,7,2,1,1,6,2,5,4,4,2,6,5,5,5,6,5,1,2,2,2,1,6,2,4,2,3,4,5,1,1,2,1,1,1,2,1,7.041,11.015,106.707,3,-1,0,0,-1,0,-1,1,2,0,0,2,-1,2,2,2,0,1,1,2,1,1,1,-1,5,1,1,3,1,1,1,3,1,2,-80,2,3,6,4,6,-1,1,-1,0,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,1,1,0,1,-1,-1,1,1,1,1,0,-1,0,-1,5,3,5,2,1,2,NA,26,3,NA,1,2,NA,3,7,4,1,4,1,1,3,1,1,867664,106.707
2020-06-24T13:01:19Z,2020-06-24T13:09:56Z,100,516,1,2020-06-24T13:09:56Z,2,4,6,6,1,2,6,5,6,3,4,5,4,4,2,3,7,5,6,3,2,7,5,7,2,4,5,3,4,4,1,7,2,1,1,5,4,2,4,3,3,5,4,5,4,4,7,1,2,1,2,2,6,3,3,3,3,4,5,1,2,4,1,5,1,5,1,3.637,31.244,104.077,4,2,0,0,0,0,1,0,0,-1,0,-1,0,2,-1,2,0,1,1,0,1,-1,1,2,5,1,2,4,1,5,1,5,1,2,-77,1,1,6,6,3,-1,1,0,1,-1,-1,1,0,1,-1,1,-1,0,-1,-1,0,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,1,4,4,3,2,2,7,NA,30,2,NA,1,1,NA,3,4,3,2,4,1,1,3,1,1,625968,104.077
2020-06-24T12:51:14Z,2020-06-24T13:10:47Z,100,1172,1,2020-06-24T13:10:47Z,4,4,4,4,4,2,5,5,5,2,1,4,5,5,1,6,2,1,1,6,4,6,3,3,5,6,1,1,1,7,6,2,5,5,4,6,1,6,6,6,1,6,6,6,6,7,3,4,4,5,4,5,1,7,7,7,7,7,2,3,1,1,1,1,1,1,1,0,0,105.632,0,-1,0,2,-1,0,0,0,0,0,2,2,0,2,0,0,1,1,1,1,1,1,1,-1,3,1,1,1,1,2,1,1,1,2,1,1,1,6,1,2,0,1,1,-1,1,-1,1,0,1,1,0,1,0,0,1,0,0,-1,-1,0,0,-1,-1,-1,0,1,1,0,0,5,5,5,2,3,7,NA,28,1,NA,2,1,NA,3,6,2,2,2,2,1,3,1,1,172119,105.632
2020-06-24T13:02:24Z,2020-06-24T13:11:25Z,100,540,1,2020-06-24T13:11:25Z,6,6,7,5,5,7,5,6,6,6,6,7,5,7,7,6,7,7,5,6,6,5,6,7,7,6,6,5,7,7,5,6,6,5,7,7,5,7,6,6,7,5,6,5,6,7,6,6,7,5,6,5,7,7,7,6,6,5,5,3,4,4,5,5,2,5,4,0,0,106.462,0,0,0,-1,0,2,0,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,2,0,0,-1,-1,4,3,5,5,4,5,2,5,4,3,31,4,3,6,3,4,-1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,3,2,3,3,5,3,NA,32,1,NA,3,2,NA,3,10,7,5,5,5,5,3,1,1,578246,106.462
2020-06-24T12:44:54Z,2020-06-24T13:11:59Z,100,1624,1,2020-06-24T13:11:59Z,5,5,6,6,6,5,6,4,4,5,6,5,4,5,6,6,6,7,5,6,6,5,7,6,6,6,6,4,5,5,6,6,5,7,6,7,5,6,6,5,4,6,7,6,7,5,4,6,7,5,6,6,4,7,5,6,6,6,2,3,3,3,4,4,2,2,4,3.039,104.858,105.504,6,0,0,0,0,-1,0,0,0,0,0,2,2,-1,-1,0,1,1,-1,0,-1,-1,1,-1,3,4,4,3,2,4,3,4,4,4,57,1,1,2,1,1,-1,1,-1,1,0,-1,1,1,1,1,0,0,0,1,1,1,1,0,-1,0,1,0,0,1,0,1,1,1,1,2,3,3,2,3,3,NA,41,2,NA,3,2,NA,3,6,8,4,3,4,4,3,1,1,784714,105.504
2020-06-24T12:26:03Z,2020-06-24T13:12:20Z,100,2777,1,2020-06-24T13:12:21Z,1,6,6,7,1,1,7,7,7,1,1,7,7,5,1,1,7,7,6,1,1,7,6,7,1,5,1,2,3,3,1,7,1,1,1,2,6,2,1,1,5,2,2,4,2,5,7,1,1,1,1,1,3,4,4,4,4,4,3,3,1,1,1,1,1,1,1,5.426,126.824,127.258,4,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,-25,1,1,4,2,6,-1,1,0,-1,-1,-1,1,0,1,0,1,-1,-1,0,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,0,0,2,5,4,4,1,7,NA,51,2,NA,2,1,NA,3,2,2,1,1,1,1,3,1,1,647159,127.258
2020-06-24T13:03:39Z,2020-06-24T13:12:28Z,100,529,1,2020-06-24T13:12:29Z,7,7,7,6,6,6,7,7,7,6,6,5,7,6,7,7,7,6,7,6,6,7,6,7,7,7,7,7,6,6,7,7,6,7,6,7,6,6,7,7,7,6,6,7,7,6,6,7,7,7,6,6,7,7,6,7,6,6,5,4,5,5,4,5,5,4,5,6.612,41.9,42.076,4,2,0,0,2,0,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,0,2,0,5,4,5,5,4,5,5,4,5,4,100,4,4,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,3,5,7,NA,42,1,NA,4,2,NA,3,6,5,5,4,5,4,1,1,3,225279,42.076
2020-06-24T12:45:10Z,2020-06-24T13:12:31Z,100,1641,1,2020-06-24T13:12:32Z,1,2,3,6,1,1,6,1,2,1,3,4,1,4,2,1,5,1,2,3,5,5,1,3,5,5,2,1,2,5,2,5,4,1,2,6,1,6,6,6,1,6,6,6,6,6,2,6,6,6,6,6,5,2,2,3,2,2,4,1,1,3,3,3,3,2,1,3.805,3.805,6.068,1,0,0,1,0,-1,1,-1,1,1,-1,0,1,0,1,-1,1,1,1,1,1,1,1,0,4,1,3,3,3,3,3,3,1,4,50,1,1,6,1,4,0,1,0,1,-1,-1,1,1,1,0,1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,0,2,2,2,1,3,3,NA,33,2,NA,2,2,NA,3,5,5,5,5,1,1,3,3,1,131520,6.068
2020-06-24T13:01:36Z,2020-06-24T13:12:42Z,100,665,1,2020-06-24T13:12:42Z,2,4,7,7,1,1,7,7,7,1,1,7,6,7,1,4,7,2,6,4,1,7,7,7,1,5,2,1,4,4,6,4,5,3,5,5,6,5,3,4,3,5,5,4,5,5,3,1,1,1,1,1,5,5,4,1,4,3,5,1,1,4,1,2,1,1,1,5.408,5.408,103.827,1,2,0,2,2,1,-1,2,2,-1,2,2,0,2,2,0,-1,-1,1,1,1,0,1,2,5,1,2,4,1,3,1,1,1,3,-20,1,1,6,6,6,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,3,2,1,1,2,7,NA,45,2,NA,1,1,NA,3,3,3,1,2,1,1,3,1,1,574597,103.827
2020-06-24T12:53:26Z,2020-06-24T13:12:45Z,100,1158,1,2020-06-24T13:12:45Z,1,6,6,2,1,1,7,6,7,1,1,7,5,5,1,4,6,4,2,4,2,7,6,6,2,5,2,2,2,4,2,7,1,1,1,5,3,5,5,4,3,5,5,4,5,5,6,2,2,3,2,2,7,1,1,1,1,1,3,1,2,3,1,3,1,3,1,0.471,104.021,104.322,7,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,0,3,1,2,2,1,3,1,3,1,2,-86,1,2,6,2,6,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,0,-1,-1,1,1,1,1,-1,-1,1,-1,2,2,1,1,2,7,NA,34,2,NA,2,2,NA,3,6,5,2,2,1,1,3,1,2,870861,104.322
2020-06-24T13:05:42Z,2020-06-24T13:13:52Z,100,489,1,2020-06-24T13:13:52Z,1,5,4,7,1,2,6,5,6,2,1,6,4,6,2,5,4,3,4,4,3,5,4,5,3,4,4,2,3,4,6,2,5,4,4,5,3,4,4,4,2,5,5,5,5,5,4,3,3,3,3,3,2,4,4,4,4,4,2,2,1,1,1,1,1,1,1,3.726,3.726,103.294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,3,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,0,-1,-1,0,-1,1,-1,1,-1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1,1,4,NA,40,4,NA,1,2,NA,3,11,4,2,3,1,1,3,1,1,333288,103.294
2020-06-24T12:57:38Z,2020-06-24T13:14:27Z,100,1008,1,2020-06-24T13:14:27Z,1,7,7,7,1,1,7,7,5,1,3,7,4,4,1,3,4,4,5,3,2,7,5,4,1,7,1,1,1,6,2,7,1,2,1,5,2,5,5,5,2,6,6,5,6,5,6,2,2,2,2,2,3,6,6,6,6,6,5,2,1,2,1,1,1,1,1,2.904,20.215,103.863,3,-1,0,1,1,-1,-1,1,0,0,-1,0,-1,0,0,0,1,1,1,1,1,1,1,-1,5,2,1,2,1,1,1,1,1,3,-33,1,1,6,6,6,-1,1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,0,1,0,-1,-1,1,1,1,1,1,-1,0,-1,1,4,4,3,1,7,NA,33,2,NA,2,2,NA,3,2,3,1,2,1,1,3,1,1,619178,103.863
2020-06-24T12:52:03Z,2020-06-24T13:14:35Z,100,1351,1,2020-06-24T13:14:35Z,1,7,4,7,1,1,7,7,7,1,4,5,3,5,2,2,7,3,5,3,1,7,7,7,1,4,3,1,2,4,1,7,1,1,1,5,4,4,4,2,5,4,4,3,4,4,7,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.869,30.614,117.261,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-83,1,1,6,3,6,-1,1,1,1,-1,-1,1,1,1,-1,0,-1,-1,0,-1,1,1,0,1,0,0,1,1,0,1,0,-1,1,1,1,1,1,1,3,7,NA,37,0,NA,4,2,NA,3,6,5,2,1,1,1,3,1,1,745079,117.261
2020-06-24T12:58:53Z,2020-06-24T13:14:58Z,100,964,1,2020-06-24T13:14:58Z,4,4,2,4,4,2,6,4,6,3,3,6,7,7,1,6,3,1,5,6,2,6,5,5,4,6,2,3,4,6,6,3,5,4,4,6,3,6,5,6,2,6,6,5,6,6,4,4,4,3,3,3,1,7,7,6,7,7,2,5,1,1,5,1,1,1,2,15.075,94.396,116.27,4,1,0,0,1,1,1,1,1,-1,0,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,2,4,1,1,5,1,2,1,2,3,10,1,1,6,1,2,-1,0,1,-1,1,0,1,-1,1,0,1,0,1,1,0,0,-1,1,-1,1,1,1,1,0,0,1,0,-1,1,1,2,2,1,3,7,NA,44,1,NA,2,2,NA,3,3,3,3,3,5,1,3,1,1,862474,116.27
2020-06-24T12:46:53Z,2020-06-24T13:15:35Z,100,1721,1,2020-06-24T13:15:35Z,4,4,4,4,4,6,4,2,2,6,3,6,4,4,4,6,4,2,2,6,3,6,4,6,4,6,3,2,4,6,6,1,6,3,6,6,2,6,6,6,2,6,6,5,6,6,4,4,4,5,4,5,5,4,4,4,4,4,5,1,1,4,1,3,1,3,1,0,0,108.467,0,2,2,2,2,2,-1,0,0,2,2,2,2,2,2,2,2,1,2,2,1,-1,1,-1,5,2,4,4,1,4,1,3,1,2,0,1,1,6,4,4,-1,0,1,1,1,-1,1,1,1,1,-1,0,0,0,1,0,0,0,1,-1,0,0,-1,-1,0,1,1,1,1,1,2,1,3,3,3,NA,25,0,NA,2,1,NA,3,6,5,5,5,1,2,3,1,1,941792,108.467
2020-06-24T13:08:54Z,2020-06-24T13:15:47Z,100,413,1,2020-06-24T13:15:48Z,6,7,5,5,6,7,6,6,5,5,6,5,7,6,5,5,7,6,6,6,6,5,7,6,5,6,5,5,6,7,5,6,6,5,7,7,6,5,5,6,6,5,7,6,6,5,7,6,6,5,5,6,5,6,5,6,6,7,3,4,5,3,4,5,4,5,4,0,0,11.643,0,2,-1,0,0,2,0,0,2,0,2,2,0,2,0,0,-1,2,0,2,0,2,0,0,5,4,4,4,5,4,4,5,4,5,41,6,4,6,3,4,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,2,3,4,5,4,7,NA,35,1,NA,1,2,NA,3,7,5,3,4,5,4,1,1,2,655243,11.643
2020-06-24T12:42:31Z,2020-06-24T13:15:55Z,100,2003,1,2020-06-24T13:15:56Z,6,6,4,4,6,6,6,3,6,5,7,6,6,2,7,6,5,4,3,5,6,5,4,2,5,6,6,3,7,7,7,3,6,5,7,6,7,7,6,6,2,7,6,6,7,6,3,6,6,7,6,5,1,5,6,6,7,6,4,2,3,2,4,4,3,5,4,0,0,112.513,0,2,2,2,2,0,0,2,-1,2,2,0,0,2,2,2,1,1,-1,-1,-1,0,1,2,5,2,4,3,4,4,4,3,3,4,53,1,1,4,1,2,0,-1,1,1,1,-1,1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,4,3,NA,32,1,NA,2,4,NA,3,6,7,4,4,3,4,3,1,1,899590,112.513
2020-06-24T12:50:20Z,2020-06-24T13:16:48Z,100,1587,1,2020-06-24T13:16:48Z,4,2,4,4,2,4,2,2,4,4,4,2,2,2,4,4,2,2,2,4,4,4,2,4,3,6,2,2,4,2,6,3,6,6,6,4,5,4,4,4,5,4,4,5,4,4,2,3,4,4,5,4,2,6,6,6,6,6,2,1,1,1,1,3,1,1,1,4.739,132.181,393.655,41,0,0,0,-1,0,1,1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,0,0,1,-1,1,1,1,1,1,-1,0,0,1,0,0,-1,0,-1,0,-1,0,0,0,1,1,1,1,1,1,1,1,3,3,NA,42,1,NA,5,2,NA,3,2,3,3,1,3,2,2,2,1,724517,393.655
2020-06-24T13:13:12Z,2020-06-24T13:17:14Z,100,241,1,2020-06-24T13:17:15Z,6,6,6,6,6,5,6,6,6,5,6,5,6,5,6,5,5,6,6,6,6,5,5,6,5,5,6,6,6,6,6,5,6,6,6,5,5,6,6,6,5,5,6,6,6,5,6,6,6,5,6,5,5,6,5,6,6,6,4,2,2,2,2,2,2,2,2,1.551,1.551,1.887,1,-1,0,-1,-1,0,0,0,-1,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,-1,2,2,2,2,2,2,2,2,2,3,-24,1,1,4,1,1,-1,-1,0,0,-1,-1,-1,0,0,0,1,0,-1,0,0,-1,0,1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,3,2,1,2,3,4,NA,31,1,NA,2,2,NA,3,6,4,4,4,4,4,3,3,1,972464,1.887
2020-06-24T13:02:09Z,2020-06-24T13:17:16Z,100,906,1,2020-06-24T13:17:17Z,1,7,7,5,1,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,5,3,2,4,5,1,7,1,1,1,6,6,6,5,3,3,5,5,5,5,4,7,1,1,1,1,1,1,7,7,7,7,7,2,4,1,1,2,1,1,1,1,3.871,11.53,104.884,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,2,1,1,1,1,1,25,1,1,6,1,6,1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,0,-1,1,5,3,1,1,4,7,NA,39,1,NA,1,2,NA,3,9,6,1,1,1,1,3,1,1,314567,104.884
2020-06-24T12:45:40Z,2020-06-24T13:17:29Z,100,1909,1,2020-06-24T13:17:29Z,5,2,2,5,2,1,1,6,5,1,4,5,5,5,5,1,7,7,6,3,1,7,7,7,1,6,6,5,4,6,1,1,1,1,3,6,5,5,4,5,1,1,1,1,5,1,6,1,1,1,1,1,6,1,1,1,2,1,4,4,3,3,2,3,3,2,2,54.78,55.911,107.28,2,1,0,1,1,1,1,1,-1,1,0,0,0,2,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,4,3,2,3,3,20,1,3,4,2,2,-1,1,1,-1,-1,-1,1,-1,1,0,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,1,3,1,1,5,2,3,NA,31,0,NA,4,1,NA,3,2,2,3,3,3,3,3,1,1,997579,107.28
2020-06-24T13:06:34Z,2020-06-24T13:17:31Z,100,656,1,2020-06-24T13:17:31Z,3,6,5,6,2,3,6,6,5,2,2,5,6,2,2,5,5,6,5,2,2,6,5,5,3,6,6,1,1,6,5,3,4,5,5,5,2,5,5,5,2,6,6,5,6,6,4,3,2,3,2,3,2,5,6,5,5,5,3,2,1,1,2,1,1,1,1,4.117,66.907,117.171,5,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,2,1,1,2,1,2,1,2,1,3,1,1,1,4,2,4,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,2,2,1,2,4,7,NA,52,1,NA,4,2,NA,3,11,7,2,2,2,1,3,1,1,163501,117.171
2020-06-24T13:01:38Z,2020-06-24T13:17:36Z,100,957,1,2020-06-24T13:17:36Z,2,3,5,4,3,3,5,4,6,3,2,4,6,5,2,6,2,1,2,6,4,5,4,6,3,5,3,2,4,5,5,3,5,4,5,6,1,6,6,6,2,5,5,5,5,5,5,4,4,4,4,4,2,6,6,6,6,6,2,3,1,1,1,1,1,1,1,9.983,9.983,105.117,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,3,10,1,1,6,1,1,0,-1,1,-1,1,-1,1,-1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,1,-1,-1,1,1,3,1,3,3,7,NA,62,0,NA,5,1,NA,3,3,2,4,3,1,1,3,1,1,145363,105.117
2020-06-24T12:41:07Z,2020-06-24T13:17:39Z,100,2191,1,2020-06-24T13:17:39Z,4,4,2,4,3,4,4,4,4,4,4,2,4,3,4,3,4,4,4,3,5,4,3,4,4,3,2,4,5,1,4,4,2,4,4,5,4,4,5,5,4,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,10.557,10.557,11.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,25,1,1,1,1,1,0,-1,1,-1,0,-1,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,0,-1,-1,-1,0,0,0,0,1,3,2,2,1,1,3,NA,30,0,NA,3,2,NA,3,5,5,2,2,1,1,3,1,1,403260,11.87
2020-06-24T12:53:06Z,2020-06-24T13:18:17Z,100,1511,1,2020-06-24T13:18:18Z,2,7,6,6,1,3,6,4,5,2,2,7,5,5,2,5,2,1,2,6,3,7,5,6,3,6,3,2,3,6,3,1,3,5,3,5,3,5,5,5,2,6,6,6,6,5,5,3,3,2,3,3,5,3,3,3,3,3,4,2,2,3,3,4,1,3,1,5.988,9.819,105.269,2,0,0,0,-1,0,1,1,1,2,2,2,2,2,2,2,-1,-1,-1,0,1,1,1,0,4,1,3,3,3,2,2,4,1,4,-45,1,1,6,3,3,0,-1,-1,1,0,-1,1,1,1,0,0,-1,0,1,-1,1,1,1,0,0,0,1,1,1,1,1,-1,0,1,2,2,2,1,4,7,NA,29,2,NA,2,2,NA,3,3,3,2,3,3,3,3,1,1,601911,105.269
2020-06-24T13:04:07Z,2020-06-24T13:18:38Z,100,870,1,2020-06-24T13:18:38Z,2,4,6,6,1,2,4,5,5,1,2,4,6,5,1,2,6,5,5,1,4,6,3,4,4,4,4,3,4,4,4,4,3,3,2,6,2,6,6,6,2,6,6,5,6,6,4,2,2,1,2,2,2,6,6,5,6,6,1,4,1,1,4,1,1,1,3,8.449,8.449,103.414,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,2,4,1,1,3,1,1,1,3,3,0,1,1,6,1,2,-1,1,1,-1,1,-1,1,1,1,0,0,-1,0,0,1,-1,-1,0,-1,-1,0,0,0,0,-1,1,1,-1,1,2,2,2,2,1,7,NA,53,1,NA,4,2,NA,3,5,4,3,2,2,1,3,1,1,858504,103.414
