start_date,end_date,progress,duration_in_seconds,finished,recorded_date,idealism_community_dishonest_r,idealism_community_considerate,idealism_community_good,idealism_community_positive,idealism_community_right,idealism_community_included,idealism_police_dishonest_r,idealism_police_considerate,idealism_police_good,idealism_police_positive,idealism_police_right,idealism_police_included,idealism_blm_good,idealism_blm_cooperate,idealism_blm_welcome_me,idealism_blm_better_country,idealism_btb_good,idealism_btb_cooperate,idealism_btb_welcome_me,idealism_btb_better_country,effectiveness_of_blm_pre,effectiveness_of_btb_pre,q_104_first_click,q_104_last_click,q_104_page_submit,q_104_click_count,q_508_first_click,q_508_last_click,q_508_page_submit,q_508_click_count,q_502_first_click,q_502_last_click,q_502_page_submit,q_502_click_count,elevation_want_to_help,elevation_feel_close,elevation_better_person,elevation_find_ways_to_help,elevation_warmth,elevation_lump,elevation_tears,elevation_goosebumps,elevation_uplifted,elevation_moved,elevation_touched,elevation_inspired,elevation_compassion,elevation_admiration,elevation_heartwarming,positive_affect_happy,positive_affect_entertained,positive_affect_amused,positive_affect_delighted,afraid_of_protestors,afraid_of_police,angry_at_protestors,angry_at_police,bored,effectiveness_of_blm_post,effectiveness_of_btb_post,police_funding,blm_support,btb_support,blm_reputation,btb_reputation,scope_climate_change,scope_immigration,scope_covid,scope_healthcare,scope_poverty,scope_other,ii_m_bombcities,ii_r_e_welfare,ii_e_taxcuts,ii_r_m_guncontrol,ii_m_militaryspending,ii_m_warantlesssearch,ii_r_e_pollutioncontrol,ii_r_e_foreignaid,ii_r_s_womenequality,ii_m_obedience,ii_r_m_enemycompromise,ii_m_nukes,ii_m_drones,ii_s_charterschools,ii_s_prayer,ii_r_m_pacifism,ii_r_e_socialism,ii_r_s_porn,ii_r_m_immigration,ii_s_deathpenalty,ii_m_waterboard,ii_r_s_premaritalsex,ii_r_s_gaymarriage,ii_r_s_abortion,ii_r_s_evolution,ii_m_patriotism,ii_s_bibletruth,ii_r_e_globalization,ii_e_smallgovernment,sdo_r_group_welfare,sdo_against_group_equality,sdo_r_for_group_equality,sdo_group_domination,vote_influence_blm_support,vote_influence_btb_support,covid_experience_bored,covid_experience_frustrated,covid_experience_lonely,covid_experience_angry,covid_experience_happy_r,race,race_2,age,political_party,political_party_5_text,community_racial_com,gender,gender_4_text,catch_sky_color,household_income,education,direct_connection_bl,direct_connection_ra,direct_connection_po,catch_distractions,catch_video_stream,catch_honesty,random_id,condition,vid_time,idealism_community,idealism_police,idealism_blm,idealism_btb,idealism_all,positive_affect,elevation,somatic,prosocial_motives,folk_affect,conservativism_social,conservativism_military,conservativism_economic,conservativism_overall,sdo_composite,parties,major_parties,ethnicity_factor,ethnicity_binary,education_factor,education_bins,gender_factor,gender_two_factor
2020-12-18T15:45:36Z,2020-12-18T16:00:23Z,100,887,1,2020-12-18T16:00:23Z,1,6,6,6,6,6,2,6,6,6,6,6,6,5,3,5,5,3,4,4,3,2,0,0,99.855,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,0,3,2,0,2,2,-25,26,1,2,4,2,3,4,-1,1,0,0,1,-1,1,1,0,1,0,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,9,2,10,1,1,1,2,3,1,2,4,7,NA,61,1,NA,2,2,NA,3,10,8,2,2,3,3,1,1,390696,BLM,99.855,6.166666666666667,6,4.75,4,5.4,0.25,0.8,0.25,0.5,1.2857142857142858,0.9,0.25,-0.2857142857142857,0.3448275862068966,1.5,Republican,Republican,7,white,8,advanced,male,male
2020-12-18T15:54:16Z,2020-12-18T16:00:24Z,100,367,1,2020-12-18T16:00:24Z,1,7,7,7,7,7,1,7,7,7,7,7,4,5,1,1,4,5,7,5,1,4,23.848,82.849,98.703,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,2,0,1,2,0,0,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,10,1,1,5,1,1,1,1,1,5,4,NA,37,4,NA,2,2,NA,3,6,5,2,4,2,3,1,1,535259,BLM,98.703,7,7,2.75,5.25,5.8,0,0,0,0,0,0,-0.25,0.7142857142857143,0.06896551724137931,7.75,Libertarian,NA,4,non-white,5,bachelors,male,male
2020-12-18T15:53:59Z,2020-12-18T16:00:50Z,100,411,1,2020-12-18T16:00:51Z,2,5,5,4,4,5,3,5,4,4,4,5,6,5,4,5,5,5,4,4,2,2,5.292,5.292,99.144,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,2,2,1,2,2,2,1,1,1,1,0,1,0,0,0,2,2,5,2,2,5,5,1,2,2,2,3,5,1,0,0,0,1,-1,1,1,1,0,1,-1,1,0,-1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,7,1,7,4,2,2,1,3,2,2,1,7,NA,26,2,NA,4,2,NA,3,2,5,1,1,1,3,1,1,520789,BLM,99.144,4.833333333333333,4.5,5,4.5,4.7,1,1.1333333333333333,0.25,1,1.7142857142857142,-0.6,0.08333333333333333,-0.42857142857142855,-0.27586206896551724,3.25,Democrat,Democrat,7,white,5,bachelors,male,male
2020-12-18T15:48:40Z,2020-12-18T16:01:00Z,100,739,1,2020-12-18T16:01:00Z,2,7,7,7,7,7,1,6,6,6,6,6,7,6,6,5,7,7,7,7,4,4,9.87,20.725,102.651,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,0,2,0,1,0,1,0,4,4,0,4,3,50,75,1,1,3,5,5,5,0,1,-1,1,1,-1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,1,1,-1,10,1,10,1,2,1,3,3,3,1,4,7,NA,41,2,NA,2,1,NA,3,5,4,3,3,2,3,1,1,328154,BLM,102.651,6.833333333333333,6.166666666666667,6,7,6.5,1.75,2.8,2.25,3,3,0.3,0.25,-0.7142857142857143,0.034482758620689655,1,Democrat,Democrat,7,white,4,associates,female,female
2020-12-18T15:47:52Z,2020-12-18T16:01:02Z,100,790,1,2020-12-18T16:01:03Z,4,6,6,6,6,6,6,4,4,4,4,4,7,7,7,7,1,1,1,1,4,1,24.41,24.41,105.411,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,0,2,0,2,0,4,1,-100,5,1,95,-100,5,5,5,5,5,5,0,1,1,1,0,-1,1,1,1,0,1,-1,0,-1,-1,1,1,1,0,-1,-1,1,1,1,1,0,-1,1,0,10,1,10,1,2,1,3,3,3,3,2,47,NA,36,2,NA,2,1,NA,3,4,3,3,1,1,3,1,1,632842,BLM,105.411,5.666666666666667,3.6666666666666665,7,1,4.4,2.75,3,3,3,3,-1,-0.5,-0.5714285714285714,-0.6896551724137931,1,Democrat,Democrat,47,non-white,3,some_college,female,female
2020-12-18T15:45:01Z,2020-12-18T16:01:04Z,100,963,1,2020-12-18T16:01:04Z,4,3,3,3,3,3,7,1,1,1,1,1,3,5,7,7,3,4,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,92.046,92.046,96.457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,2,3,3,3,50,5,4,25,0,1,1,1,1,1,1,0,0,0,1,1,-1,1,-1,1,0,-1,-1,1,0,1,0,0,-1,-1,-1,0,1,1,1,0,-1,1,0,1,10,1,10,1,1,1,1,2,1,2,4,3,NA,24,2,NA,5,1,NA,3,11,5,5,5,1,3,1,1,276266,control,96.457,3.1666666666666665,1,5.5,4.25,3.2,0.75,0,0,0,0,-0.2,0,0.14285714285714285,-0.034482758620689655,1,Democrat,Democrat,3,non-white,5,bachelors,female,female
2020-12-18T15:51:41Z,2020-12-18T16:01:04Z,100,563,1,2020-12-18T16:01:04Z,2,6,6,6,6,6,1,5,5,6,5,6,4,3,2,4,6,6,6,4,2,1,0,0,102.92,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,2,1,50,2,2,-5,25,1,1,1,1,2,2,-1,0,1,0,0,-1,1,1,1,0,1,-1,1,1,0,1,-1,1,0,1,1,1,1,1,1,1,0,0,1,8,2,8,1,1,1,2,1,1,1,3,7,NA,30,0,NA,1,2,NA,3,10,5,2,2,1,3,1,1,152765,BLM,102.92,6,5.666666666666667,3.25,5.5,5.25,1,0.4,0,0.25,0.7142857142857143,-0.4,-0.16666666666666666,0.14285714285714285,-0.1724137931034483,2.25,Independent,Independent,7,white,5,bachelors,male,male
2020-12-18T15:50:35Z,2020-12-18T16:01:07Z,100,632,1,2020-12-18T16:01:08Z,2,5,5,6,5,5,1,6,6,6,6,6,6,4,5,5,6,6,6,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,17.673,17.673,115.061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,50,2,3,0,-25,1,4,5,2,2,2,-1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,8,6,8,2,1,1,4,3,4,2,2,7,NA,36,4,NA,1,2,NA,3,5,7,2,2,4,3,1,1,320311,control,115.061,5.333333333333333,6.166666666666667,5,6,5.65,0.5,0,0,0,0,-0.6,-0.5,0.14285714285714285,-0.3793103448275862,3.5,Libertarian,NA,7,white,7,advanced,male,male
2020-12-18T15:49:12Z,2020-12-18T16:01:16Z,100,724,1,2020-12-18T16:01:17Z,3,5,5,4,5,5,4,5,5,5,5,5,6,6,7,6,4,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,99.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,-25,4,1,0,-15,1,1,1,1,3,1,-1,1,1,1,1,-1,1,1,1,1,0,0,0,0,1,0,0,1,0,-1,0,-1,0,1,-1,0,1,0,0,10,1,10,1,1,1,1,2,1,1,4,3,NA,40,2,NA,3,1,NA,3,11,7,5,5,3,3,1,1,262301,control,99.018,4.833333333333333,4.833333333333333,6.25,4,4.95,0.5,0,0,0,0,0,-0.08333333333333333,-0.2857142857142857,-0.10344827586206896,1,Democrat,Democrat,3,non-white,7,advanced,female,female
2020-12-18T15:52:33Z,2020-12-18T16:01:29Z,100,535,1,2020-12-18T16:01:29Z,6,3,4,4,4,4,5,4,4,5,4,4,7,7,7,7,7,7,7,7,4,1,NA,NA,NA,NA,0,0,102.402,0,NA,NA,NA,NA,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,4,1,3,4,2,82,-71,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,0,-1,-1,1,10,1,10,1,4,1,2,4,2,3,2,7,NA,48,4,NA,3,1,NA,3,7,7,3,3,1,3,1,1,839772,BtB,102.402,3.5,4,7,7,5.05,0.75,0.6,0,0.5,1,-0.8,-0.4166666666666667,0.42857142857142855,-0.3448275862068966,1,Libertarian,NA,7,white,7,advanced,female,female
2020-12-18T15:52:19Z,2020-12-18T16:01:39Z,100,559,1,2020-12-18T16:01:39Z,2,6,5,5,6,5,2,6,5,5,6,5,6,5,5,5,6,6,3,3,2,2,0,0,100.017,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,0,2,2,2,2,2,2,2,2,2,0,2,0,0,0,1,0,2,2,-10,3,2,10,-10,1,1,1,1,3,3,0,0,-1,1,1,-1,1,1,1,1,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,0,8,3,8,2,2,2,4,4,3,2,1,7,NA,57,2,NA,4,2,NA,3,2,5,1,1,2,3,1,1,689350,BLM,100.017,5.5,5.5,5.25,4.5,5.25,1.5,1.6666666666666667,0.75,2,2,-0.6,0.16666666666666666,-0.42857142857142855,-0.2413793103448276,2.75,Democrat,Democrat,7,white,5,bachelors,male,male
2020-12-18T15:50:04Z,2020-12-18T16:01:43Z,100,698,1,2020-12-18T16:01:43Z,1,3,4,4,5,5,3,3,4,3,4,3,7,7,7,7,2,4,4,1,2,1,0,0,100.806,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,0,0,0,0,1,1,1,2,2,1,1,0,1,0,0,0,2,0,2,0,2,1,-25,3,1,-40,65,1,3,1,1,2,2,0,1,1,1,0,-1,1,0,1,-1,1,0,0,0,-1,1,1,1,-1,0,0,1,1,0,1,0,-1,1,0,9,3,9,1,1,1,2,2,2,1,1,7,NA,30,2,NA,4,2,NA,3,2,4,1,1,1,3,1,1,110668,BLM,100.806,4.666666666666667,3.6666666666666665,7,2.75,4.45,0.25,1,0,1.5,1.2857142857142858,-0.7,-0.3333333333333333,-0.42857142857142855,-0.4827586206896552,2,Democrat,Democrat,7,white,4,associates,male,male
2020-12-18T15:48:56Z,2020-12-18T16:01:57Z,100,781,1,2020-12-18T16:01:57Z,3,4,5,4,4,4,1,6,6,6,6,6,7,7,7,7,7,7,7,2,3,1,0,0,100.564,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,1,1,2,2,3,3,3,3,3,3,3,1,1,0,0,0,0,0,1,0,2,1,-30,4,2,0,0,3,4,4,4,4,4,-1,1,1,1,0,-1,1,1,1,0,0,-1,1,0,-1,1,1,1,1,0,-1,1,1,1,1,1,-1,0,0,10,1,10,1,3,1,2,4,1,3,1,7,NA,49,2,NA,1,2,NA,3,11,5,1,1,1,3,1,1,170828,BLM,100.564,4.333333333333333,6.166666666666667,7,5.75,5.7,0.5,2.533333333333333,1.5,2.75,3,-0.8,-0.4166666666666667,-0.42857142857142855,-0.5517241379310345,1,Democrat,Democrat,7,white,5,bachelors,male,male
2020-12-18T15:51:30Z,2020-12-18T16:02:30Z,100,659,1,2020-12-18T16:02:30Z,1,6,6,5,6,6,2,7,5,6,7,6,7,7,7,7,3,3,2,2,4,1,NA,NA,NA,NA,0,0,101.337,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,5,2,40,4,1,75,-40,1,4,3,3,4,1,-1,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,1,1,1,1,0,-1,1,1,10,1,9,1,3,1,4,5,3,4,2,7,NA,63,2,NA,2,1,NA,3,7,5,1,3,2,3,1,1,560087,BtB,101.337,6,6.166666666666667,7,2.5,5.55,0.5,0.26666666666666666,0,1,0,-0.7,-0.75,-0.2857142857142857,-0.6206896551724138,1.25,Democrat,Democrat,7,white,5,bachelors,female,female
2020-12-18T15:56:00Z,2020-12-18T16:02:40Z,100,400,1,2020-12-18T16:02:41Z,2,5,5,5,6,6,7,1,1,1,1,1,7,7,7,7,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,95.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,-82,4,1,42,-18,2,3,3,4,4,4,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,9,1,9,1,2,1,3,1,1,1,1,47,NA,39,5,Socialist,1,2,NA,3,2,4,1,2,1,3,1,1,638931,control,95.416,5.5,1,7,1,3.55,0,0,0,0,0,-1,-1,-1,-1,1.5,Other,NA,47,non-white,4,associates,male,male
2020-12-18T15:24:59Z,2020-12-18T16:02:42Z,100,2262,1,2020-12-18T16:02:43Z,6,6,4,5,5,4,5,4,6,5,5,3,5,4,3,6,4,3,5,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,5.41,5.41,125.082,1,2,1,2,3,2,3,1,2,2,2,2,1,1,1,3,2,1,0,1,3,2,2,2,2,3,4,56,3,4,18,39,3,2,4,3,4,3,-1,1,0,-1,1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,0,0,0,0,0,1,1,-1,0,1,1,7,5,7,8,3,4,3,2,1,3,4,7,NA,40,2,NA,4,1,NA,3,3,7,4,3,3,3,1,1,565776,control,125.082,4.333333333333333,4.333333333333333,4.5,4.25,4.35,1,1.8666666666666667,2,2,1.7142857142857142,-0.2,0,-0.2857142857142857,-0.13793103448275862,5.25,Democrat,Democrat,7,white,7,advanced,female,female
2020-12-18T15:54:26Z,2020-12-18T16:03:26Z,100,539,1,2020-12-18T16:03:26Z,3,6,6,5,6,6,3,6,7,5,5,6,5,5,5,3,6,7,7,6,3,4,NA,NA,NA,NA,0,0,99.805,0,NA,NA,NA,NA,1,2,2,1,0,0,0,0,3,3,3,3,3,3,3,2,0,0,2,1,0,2,0,0,2,3,27,2,4,-69,100,2,2,1,2,2,2,-1,0,1,0,0,-1,1,1,1,0,1,-1,0,0,1,1,-1,-1,0,0,-1,-1,1,0,-1,1,1,0,1,9,1,10,1,1,3,4,4,2,3,2,7,NA,20,1,NA,2,1,NA,3,11,3,2,2,1,3,1,1,376016,BtB,99.805,5.666666666666667,5.666666666666667,4.5,6.5,5.6,1,1.8,0,1.5,3,0.3,-0.4166666666666667,0.14285714285714285,-0.034482758620689655,1.25,Republican,Republican,7,white,3,some_college,female,female
2020-12-18T15:53:17Z,2020-12-18T16:03:33Z,100,615,1,2020-12-18T16:03:33Z,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,96.524,0,1,1,2,2,0,0,0,0,2,2,2,NA,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,5,5,5,2,2,2,1,1,1,4,2,NA,34,2,NA,NA,1,NA,3,NA,NA,2,2,2,3,1,1,103900,control,96.524,4,4,4,4,4,0,1.2857142857142858,0,1.5,2,0.1,0.08333333333333333,-0.14285714285714285,0.034482758620689655,5.5,Democrat,Democrat,2,non-white,NA,NA,female,female
2020-12-18T15:54:16Z,2020-12-18T16:03:35Z,100,558,1,2020-12-18T16:03:35Z,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,NA,NA,NA,NA,0,0,116.888,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,-25,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,0,1,0,0,0,-1,1,0,0,-1,1,-1,0,0,1,1,0,1,0,-1,-1,1,6,6,6,6,1,1,4,4,4,4,2,267,NA,26,4,NA,2,2,NA,3,3,3,2,2,1,3,1,1,435686,BtB,116.888,4,4,4,4,4,0,0,0,0,0,-0.5,-0.08333333333333333,0.5714285714285714,-0.06896551724137931,5.5,Libertarian,NA,267,non-white,3,some_college,male,male
2020-12-18T15:50:36Z,2020-12-18T16:03:38Z,100,781,1,2020-12-18T16:03:38Z,3,5,4,3,4,4,3,4,4,4,4,4,4,4,2,5,3,2,1,1,2,3,0,0,101.064,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,1,2,1,1,1,2,2,2,2,2,1,0,0,0,0,1,2,0,2,1,3,2,1,2,1,-25,-100,2,3,4,4,5,3,0,0,0,1,1,-1,1,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,1,1,1,1,-1,-1,0,-1,10,1,9,1,3,1,1,2,2,1,1,7,NA,56,2,NA,4,1,NA,3,6,7,2,1,1,3,1,1,978245,BLM,101.064,4.166666666666667,4.166666666666667,3.75,1.75,3.6,0,1.6666666666666667,1.25,2,1.7142857142857142,-0.7,-0.16666666666666666,-0.5714285714285714,-0.4482758620689655,1.25,Democrat,Democrat,7,white,7,advanced,female,female
2020-12-18T15:53:13Z,2020-12-18T16:03:44Z,100,630,1,2020-12-18T16:03:44Z,2,5,5,5,5,6,3,5,5,4,5,5,7,6,7,6,5,6,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,95.85,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,2,1,0,0,1,0,2,1,3,2,-8,4,1,26,-15,2,2,3,2,3,4,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,0,1,0,9,2,7,1,2,1,4,2,3,1,3,2,NA,38,2,NA,4,2,NA,3,10,5,2,2,1,3,1,1,172648,control,95.85,5.333333333333333,4.833333333333333,6.5,3.75,5.1,1,0.3333333333333333,0,0.5,0.42857142857142855,-0.9,-0.5,-0.5714285714285714,-0.6551724137931034,2.25,Democrat,Democrat,2,non-white,5,bachelors,male,male
2020-12-18T15:54:42Z,2020-12-18T16:03:58Z,100,556,1,2020-12-18T16:03:59Z,2,5,4,5,4,4,5,2,1,2,3,2,5,5,6,5,5,4,6,4,3,2,1.329,2.501,104.385,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,0,1,2,2,3,2,3,2,2,1,0,0,0,0,0,0,2,0,3,2,-15,4,2,23,-8,1,1,1,1,2,2,-1,1,1,1,1,-1,1,0,1,1,0,0,0,0,0,0,0,-1,-1,1,0,0,1,1,-1,1,1,0,1,10,1,1,1,1,1,2,3,3,1,2,7,NA,39,1,NA,1,1,NA,3,6,5,2,3,2,3,1,1,297261,BLM,104.385,4.666666666666667,2.1666666666666665,5.25,4.75,4.05,0.25,2.066666666666667,0.75,3,2.2857142857142856,0.1,0.08333333333333333,0,0.06896551724137931,3.25,Republican,Republican,7,white,5,bachelors,female,female
2020-12-18T15:56:21Z,2020-12-18T16:04:04Z,100,463,1,2020-12-18T16:04:05Z,2,5,5,5,5,5,3,5,5,5,5,5,6,6,6,6,4,6,5,2,3,1,0,0,97.931,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,2,2,2,2,2,3,1,2,1,1,1,0,0,0,1,0,4,1,-50,4,1,25,-25,2,2,2,2,3,3,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,10,1,10,1,3,1,2,2,1,2,3,7,NA,41,2,NA,4,2,NA,3,6,8,3,3,2,3,1,1,295862,BLM,97.931,5.166666666666667,5,6,4.25,5.1,1.25,1.2,0,1,2,-0.8,-0.5,-0.7142857142857143,-0.6551724137931034,1,Democrat,Democrat,7,white,8,advanced,male,male
2020-12-18T15:49:29Z,2020-12-18T16:04:34Z,100,904,1,2020-12-18T16:04:35Z,2,2,6,5,5,6,2,5,6,5,6,6,3,4,2,2,6,6,4,6,2,2,NA,NA,NA,NA,0,0,100.737,0,NA,NA,NA,NA,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,4,29,1,3,-50,-50,1,1,1,1,1,1,0,1,1,1,-1,0,1,0,1,1,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,0,1,1,0,1,0,8,5,4,7,1,1,1,2,1,1,4,47,NA,62,2,NA,2,2,NA,3,4,3,2,3,2,3,1,1,487446,BtB,100.737,5,5.666666666666667,2.75,5.5,4.85,2,2.1333333333333333,1.5,3,2,-0.2,-0.4166666666666667,-0.14285714285714285,-0.27586206896551724,5.5,Democrat,Democrat,47,non-white,3,some_college,male,male
2020-12-18T15:52:28Z,2020-12-18T16:04:35Z,100,726,1,2020-12-18T16:04:35Z,3,5,5,5,5,5,6,2,2,2,2,2,7,7,7,7,2,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,33.149,33.149,96.767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,-50,4,1,0,0,3,1,4,4,4,3,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,8,3,9,4,2,1,2,4,3,3,1,7,NA,62,2,NA,4,1,NA,3,5,5,1,1,1,3,1,1,598653,control,96.767,5,2,7,2.75,4.05,0,0,0,0,0,-0.6,-0.5,-0.14285714285714285,-0.4482758620689655,3,Democrat,Democrat,7,white,5,bachelors,female,female
2020-12-18T15:46:03Z,2020-12-18T16:04:49Z,100,1126,1,2020-12-18T16:04:49Z,2,4,5,4,4,5,4,3,4,3,5,5,5,4,5,5,4,4,3,3,2,3,3.012,3.012,98.579,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,1,1,3,2,1,2,1,1,0,0,1,0,1,1,1,1,15,2,2,-25,0,1,2,1,3,3,2,-1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,0,1,0,1,1,1,-1,1,-1,1,1,1,0,-1,1,8,7,7,4,1,1,3,3,2,1,4,4,NA,33,1,NA,2,2,NA,3,4,2,1,3,1,3,1,1,582944,BLM,98.579,4.666666666666667,4,4.75,3.5,4.25,1,1,0.25,1,1.4285714285714286,0,-0.5,0.14285714285714285,-0.1724137931034483,4.5,Republican,Republican,4,non-white,2,hs_less,male,male
2020-12-18T15:47:43Z,2020-12-18T16:04:51Z,100,1027,1,2020-12-18T16:04:51Z,1,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,7,6,6,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4.817,4.817,99.132,1,2,2,0,2,0,0,0,0,1,2,2,2,2,0,1,3,3,3,3,0,0,0,0,0,4,4,61,3,3,7,65,3,3,4,4,4,4,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,1,-1,-1,-1,1,0,1,0,1,1,1,1,1,1,9,7,7,7,1,1,2,2,2,1,3,7,NA,69,1,NA,4,2,NA,3,6,4,1,3,3,3,1,1,293308,control,99.132,6.166666666666667,6,6,6.25,6.1,3,1.0666666666666667,0,1.5,1.4285714285714286,-0.1,0.3333333333333333,-0.14285714285714285,0.06896551724137931,5,Republican,Republican,7,white,4,associates,male,male
2020-12-18T15:54:50Z,2020-12-18T16:05:28Z,100,637,1,2020-12-18T16:05:28Z,2,5,5,5,5,5,1,5,5,4,5,5,4,4,4,1,4,4,4,4,3,3,NA,NA,NA,NA,0,0,99.783,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,3,-100,0,1,1,1,1,1,1,-1,0,-1,1,-1,-1,1,-1,1,1,1,-1,-1,0,-1,1,1,0,-1,0,-1,0,0,1,1,0,-1,0,-1,8,5,6,5,7,7,1,1,1,1,1,7,NA,48,0,NA,4,1,NA,3,4,7,1,1,1,3,1,1,757646,BtB,99.783,5.166666666666667,5.166666666666667,3.25,4,4.55,0,0,0,0,0,-0.5,-0.5833333333333334,-0.42857142857142855,-0.5172413793103449,4.5,Independent,Independent,7,white,7,advanced,female,female
