start_date,end_date,progress,duration_in_seconds,finished,recorded_date,idealism_community_dishonest_r,idealism_community_considerate,idealism_community_good,idealism_community_positive,idealism_community_right,idealism_community_included,idealism_elites_dishonest_r,idealism_elites_considerate,idealism_elites_good,idealism_elites_positive,idealism_elites_right,idealism_elites_included,idealism_police_dishonest_r,idealism_police_considerate,idealism_police_good,idealism_police_positive,idealism_police_right,idealism_police_included,q_104_first_click,q_104_last_click,q_104_page_submit,q_104_click_count,q_502_first_click,q_502_last_click,q_502_page_submit,q_502_click_count,elevation_want_to_help,elevation_feel_close,elevation_better_person,elevation_find_ways_to_help,elevation_warmth,elevation_lump,elevation_tears,elevation_goosebumps,elevation_uplifted,elevation_moved,elevation_touched,elevation_inspired,elevation_compassion,elevation_admiration,elevation_heartwarming,positive_affect_happy,positive_affect_entertained,positive_affect_amused,positive_affect_delighted,afraid_of_protestors,afraid_of_police,angry_at_protestors,angry_at_police,effectiveness_of_blm_post,blm_support_cause,blm_support_protests,police_funding,tactic_looting,tactic_burn_stations,tactic_loud_chants,tactic_block_traffic,tactic_gathering,tactic_kneeling,tactic_singing,tactic_silence,scope_climate_change,scope_immigration,scope_covid,scope_healthcare,scope_poverty,scope_other,ii_m_bombcities,ii_r_e_welfare,ii_e_taxcuts,ii_r_m_guncontrol,ii_m_militaryspending,ii_m_warantlesssearch,ii_r_e_pollutioncontrol,ii_r_e_foreignaid,ii_r_s_womenequality,ii_m_obedience,ii_r_m_enemycompromise,ii_m_nukes,ii_m_drones,ii_s_charterschools,ii_s_prayer,ii_r_m_pacifism,ii_r_e_socialism,ii_r_s_porn,ii_r_m_immigration,ii_s_deathpenalty,ii_m_waterboard,ii_r_s_premaritalsex,ii_r_s_gaymarriage,ii_r_s_abortion,ii_r_s_evolution,ii_m_patriotism,ii_s_bibletruth,ii_r_e_globalization,ii_e_smallgovernment,covid_experience_bored,covid_experience_frustrated,covid_experience_lonely,covid_experience_angry,covid_experience_happy_r,race,race_2,age,political_party,political_party_5_text,community_racial_com,gender,gender_4_text,catch_sky_color,household_income,education,direct_connection_bl,direct_connection_ra,direct_connection_po,direct_connection_el,catch_distractions,catch_video_stream,catch_honesty,random_id,condition,vid_time
2020-07-23T10:26:07Z,2020-07-23T10:37:38Z,100,691,1,2020-07-23T10:37:39Z,5,5,5,4,4,5,4,5,5,5,5,6,5,5,5,5,4,5,NA,NA,NA,NA,2.608,4.885,107.561,3,2,0,0,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,3,2,2,25,2,1,2,1,1,1,2,2,3,3,4,3,3,2,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,3,3,4,2,3,3,NA,32,1,NA,3,2,NA,3,10,5,3,2,2,2,3,1,1,252007,control,107.561
2020-07-23T10:28:25Z,2020-07-23T10:37:40Z,100,555,1,2020-07-23T10:37:40Z,3,6,6,6,6,6,4,4,4,4,4,4,2,6,6,6,6,6,0,0,98.635,0,NA,NA,NA,NA,0,-1,-1,0,1,1,1,1,0,0,0,-1,2,0,0,0,-1,1,1,1,1,1,-1,2,4,4,-33,1,1,6,2,3,6,6,6,2,3,3,4,4,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,5,4,5,2,2,7,NA,45,0,NA,4,2,NA,3,9,5,1,2,1,1,3,1,1,835551,BLM,98.635
2020-07-23T10:27:16Z,2020-07-23T10:37:40Z,100,624,1,2020-07-23T10:37:41Z,1,7,7,7,7,7,3,5,5,5,5,5,3,5,5,5,5,5,NA,NA,NA,NA,0,0,101.275,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,3,4,4,-15,1,1,6,2,4,6,6,6,1,2,1,1,2,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,-1,-1,0,0,-1,1,-1,-1,1,1,1,1,0,-1,1,-1,2,3,2,1,2,7,NA,47,2,NA,4,1,NA,3,9,5,2,5,1,1,3,1,1,715931,control,101.275
2020-07-23T10:29:17Z,2020-07-23T10:37:42Z,100,504,1,2020-07-23T10:37:42Z,2,6,6,6,6,6,2,5,6,5,5,5,2,6,7,5,7,7,5.679,128.762,130.618,15,NA,NA,NA,NA,0,-1,0,2,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,3,4,4,26,1,1,2,1,1,4,6,6,1,1,4,4,4,3,-1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,2,2,1,1,4,7,NA,54,1,NA,2,1,NA,3,9,4,2,1,1,2,3,2,1,598685,BLM,130.618
2020-07-23T10:27:27Z,2020-07-23T10:37:42Z,100,615,1,2020-07-23T10:37:43Z,5,6,5,6,5,7,6,6,5,5,5,5,4,4,4,4,4,4,0,0,98.006,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,-14,1,3,3,3,3,3,3,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,2,2,1,3,7,NA,52,1,NA,1,2,NA,3,5,5,1,1,2,2,3,2,1,816951,BLM,98.006
2020-07-23T10:31:38Z,2020-07-23T10:37:43Z,100,364,1,2020-07-23T10:37:43Z,2,5,4,3,4,5,4,2,3,3,3,4,3,4,4,3,4,5,0,0,101.598,0,NA,NA,NA,NA,-1,-1,0,0,1,1,1,1,0,0,0,0,2,0,-1,1,1,1,1,1,0,1,2,4,5,5,-50,1,1,6,4,6,6,6,6,1,3,2,3,2,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,2,3,1,1,3,7,NA,33,2,NA,4,1,NA,3,3,4,1,1,1,1,3,1,1,154255,BLM,101.598
2020-07-23T10:28:29Z,2020-07-23T10:37:45Z,100,555,1,2020-07-23T10:37:45Z,6,6,5,6,7,7,7,5,6,4,6,6,7,5,6,6,6,5,120.9,122.446,123.648,2,NA,NA,NA,NA,0,2,0,0,0,2,0,2,2,0,0,0,2,2,0,0,2,0,2,2,2,0,0,4,4,5,74,6,4,4,6,3,4,4,6,4,3,4,5,4,5,1,-1,1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,0,1,1,0,1,1,-1,1,1,1,1,-1,1,4,5,4,5,4,3,NA,40,1,NA,2,1,NA,6,6,7,4,5,4,3,3,1,1,846697,BLM,123.648
2020-07-23T10:28:23Z,2020-07-23T10:37:48Z,100,564,1,2020-07-23T10:37:49Z,1,5,5,5,6,6,1,6,6,6,6,6,1,5,6,5,6,5,0,0,98.881,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,0,-1,1,-1,1,1,1,1,2,4,3,0,1,1,6,1,3,6,6,6,1,1,4,1,1,1,0,-1,1,1,1,-1,1,-1,1,0,0,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,4,1,2,4,7,NA,41,0,NA,2,2,NA,3,6,5,1,1,1,1,3,1,1,253312,BLM,98.881
2020-07-23T10:25:54Z,2020-07-23T10:37:49Z,100,715,1,2020-07-23T10:37:49Z,1,6,6,6,6,6,1,5,5,5,5,5,1,6,6,6,6,6,NA,NA,NA,NA,0,0,101.115,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,-1,1,-1,1,0,0,-1,0,1,-1,0,1,0,1,-1,-1,-1,-1,1,1,0,-1,0,0,1,1,0,1,4,4,3,3,4,7,NA,60,1,NA,4,1,NA,3,4,5,1,4,1,1,3,1,1,356179,control,101.115
2020-07-23T10:28:53Z,2020-07-23T10:37:55Z,100,542,1,2020-07-23T10:37:56Z,3,6,5,6,5,5,2,6,5,5,5,5,2,5,5,5,5,5,0,0,99.838,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,2,2,2,37,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,2,2,2,2,2,7,NA,37,1,NA,2,2,NA,3,9,5,2,2,2,2,3,1,1,313134,BLM,99.838
2020-07-23T10:26:16Z,2020-07-23T10:37:56Z,100,699,1,2020-07-23T10:37:56Z,2,6,6,6,6,5,5,3,3,2,4,3,3,4,4,3,4,4,0,0,100.569,0,NA,NA,NA,NA,2,2,2,2,-1,1,1,1,-1,-1,1,-1,0,2,-1,-1,1,1,0,1,-1,1,0,3,5,5,-10,1,1,6,3,6,6,6,6,1,4,1,2,5,3,-1,-1,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,0,1,-1,-1,1,2,2,1,2,7,NA,25,0,NA,4,2,NA,3,4,3,3,3,1,1,3,1,1,832370,BLM,100.569
2020-07-23T10:27:34Z,2020-07-23T10:37:59Z,100,625,1,2020-07-23T10:38:00Z,5,4,3,3,3,3,6,4,3,2,3,3,3,5,6,5,4,5,NA,NA,NA,NA,0,0,111.122,0,-1,1,0,-1,1,1,1,1,1,1,1,1,-1,-1,1,0,-1,0,-1,0,1,0,2,2,1,1,28,1,1,6,1,6,6,6,6,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,2,5,2,7,NA,38,4,NA,3,1,NA,3,4,2,4,3,3,1,3,1,1,903433,control,111.122
2020-07-23T10:31:00Z,2020-07-23T10:38:00Z,100,419,1,2020-07-23T10:38:00Z,1,6,5,6,5,5,5,3,3,4,3,4,2,5,5,4,5,5,0,0,99.557,0,NA,NA,NA,NA,2,0,2,2,-1,0,0,1,0,2,2,2,2,2,2,1,1,1,1,1,-1,1,0,3,5,5,0,1,1,6,6,3,6,6,6,3,3,4,4,5,3,-1,1,0,1,0,-1,1,1,1,0,1,-1,-1,0,-1,1,0,1,0,-1,-1,1,1,1,1,0,-1,1,0,5,5,4,4,1,7,NA,35,0,NA,4,1,NA,3,10,8,1,2,2,2,3,1,1,332914,BLM,99.557
2020-07-23T10:25:39Z,2020-07-23T10:38:04Z,100,745,1,2020-07-23T10:38:05Z,6,7,7,7,7,6,7,6,7,7,7,6,6,7,7,7,6,7,NA,NA,NA,NA,0,0,117.803,0,2,2,2,0,0,2,0,0,0,2,2,0,0,2,2,0,2,2,2,0,0,2,0,5,5,5,95,4,6,4,6,6,6,6,4,5,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,4,5,4,4,5,7,NA,30,1,NA,8,2,NA,3,6,7,5,5,4,5,3,1,1,683208,control,117.803
2020-07-23T10:27:48Z,2020-07-23T10:38:05Z,100,617,1,2020-07-23T10:38:05Z,3,6,6,6,6,6,5,2,3,2,2,3,5,5,5,5,5,5,0,0,101.527,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,2,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,4,7,NA,36,1,NA,2,1,NA,3,4,4,3,3,1,1,3,1,1,522443,BLM,101.527
2020-07-23T10:28:14Z,2020-07-23T10:38:11Z,100,596,1,2020-07-23T10:38:11Z,7,1,1,1,1,1,5,4,4,4,4,4,2,6,6,6,6,6,2.623,35.956,98.978,2,NA,NA,NA,NA,2,2,2,2,-1,1,1,2,2,2,2,2,2,2,2,1,1,0,-1,1,0,1,-1,3,5,5,-30,1,1,6,6,6,6,6,6,1,3,3,3,3,3,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,0,-1,-1,-1,1,0,1,1,1,-1,1,1,-1,1,2,2,1,2,4,7,NA,39,0,NA,4,1,NA,3,7,4,1,1,1,1,3,1,1,138876,BLM,98.978
2020-07-23T10:27:51Z,2020-07-23T10:38:11Z,100,619,1,2020-07-23T10:38:12Z,4,3,4,3,4,5,7,1,1,1,2,3,3,4,4,5,4,4,0,0,99.113,0,NA,NA,NA,NA,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,1,2,1,1,25,1,1,2,1,2,3,2,6,1,1,1,1,1,1,0,1,0,-1,0,-1,1,-1,1,0,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1,3,5,1,5,1,7,NA,48,0,NA,4,2,NA,3,2,2,1,1,1,1,3,1,1,359986,BLM,99.113
2020-07-23T10:30:07Z,2020-07-23T10:38:14Z,100,487,1,2020-07-23T10:38:15Z,2,6,6,6,6,6,5,3,3,3,3,3,2,6,6,6,6,6,7.981,11.335,110.481,2,NA,NA,NA,NA,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,2,1,2,51,1,1,4,1,2,4,6,6,1,1,1,1,1,1,0,0,1,-1,1,-1,-1,0,1,1,1,0,-1,1,1,0,-1,-1,-1,1,0,-1,0,-1,-1,1,1,0,1,4,5,2,3,2,7,NA,25,1,NA,2,1,NA,3,3,3,3,2,3,1,2,1,1,428047,BLM,110.481
2020-07-23T10:29:12Z,2020-07-23T10:38:15Z,100,542,1,2020-07-23T10:38:16Z,4,6,6,6,6,5,6,2,2,2,2,2,6,1,1,1,2,1,NA,NA,NA,NA,0,0,92.101,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,2,4,5,5,-80,1,1,3,1,4,6,6,6,2,3,3,4,5,5,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,1,-1,1,0,-1,1,1,1,1,-1,-1,1,-1,2,2,1,1,2,7,NA,57,2,NA,2,1,NA,3,2,4,4,4,1,1,3,1,1,296753,control,92.101
2020-07-23T10:28:21Z,2020-07-23T10:38:17Z,100,596,1,2020-07-23T10:38:18Z,2,6,6,5,6,6,6,4,3,2,2,2,6,3,2,4,1,1,NA,NA,NA,NA,5.804,5.804,101.883,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,0,4,5,4,-40,3,1,4,1,4,6,6,6,2,5,5,5,4,3,-1,1,1,1,0,-1,1,1,1,-1,0,-1,0,1,-1,1,1,-1,0,-1,-1,1,1,1,1,0,0,1,1,2,5,5,3,1,4,NA,49,2,NA,2,2,NA,3,8,5,1,5,1,1,3,1,1,521557,control,101.883
2020-07-23T10:31:55Z,2020-07-23T10:38:18Z,100,383,1,2020-07-23T10:38:18Z,3,4,4,4,4,4,4,4,3,4,3,4,4,4,5,4,5,4,NA,NA,NA,NA,0,0,99.625,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,2,4,3,0,1,1,6,2,2,6,6,6,1,1,1,1,1,2,0,0,0,0,-1,-1,1,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,4,2,2,1,3,2,NA,27,0,NA,2,1,NA,3,10,5,2,5,2,1,3,1,1,748413,control,99.625
2020-07-23T10:30:24Z,2020-07-23T10:38:20Z,100,475,1,2020-07-23T10:38:20Z,5,3,3,4,3,3,4,4,4,4,4,4,7,2,2,2,2,1,NA,NA,NA,NA,0,0,151.054,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,1,0,4,5,5,-75,1,1,6,2,6,6,6,6,1,1,1,1,1,1,0,1,0,-1,0,-1,1,1,1,-1,1,1,0,1,0,0,0,1,-1,1,0,1,1,1,1,-1,-1,1,0,1,3,1,1,2,7,NA,24,1,NA,1,1,NA,3,9,5,3,3,3,3,3,1,2,739978,control,151.054
2020-07-23T10:31:55Z,2020-07-23T10:38:20Z,100,385,1,2020-07-23T10:38:20Z,3,4,5,5,5,5,5,3,3,3,3,4,3,5,5,5,5,5,NA,NA,NA,NA,5.776,6.752,99.119,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,4,5,4,-50,1,1,3,2,2,6,6,6,1,1,1,4,4,4,-1,1,-1,0,-1,-1,1,0,1,0,1,-1,0,0,-1,0,-1,0,0,0,-1,1,1,1,1,0,-1,0,-1,4,3,4,2,2,7,NA,28,0,NA,2,2,NA,3,7,5,3,3,2,1,3,1,1,116697,control,99.119
2020-07-23T10:26:40Z,2020-07-23T10:38:19Z,100,699,1,2020-07-23T10:38:20Z,5,3,3,5,4,4,3,5,5,4,4,5,2,6,5,4,6,6,0,0,100.551,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,40,1,1,6,1,1,6,6,6,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,0,-1,1,1,1,-1,-1,0,1,-1,1,1,1,1,1,1,1,-1,1,1,4,3,1,1,2,2,NA,41,0,NA,1,2,NA,3,11,3,1,1,1,1,3,1,1,558277,BLM,100.551
2020-07-23T10:26:08Z,2020-07-23T10:38:21Z,100,732,1,2020-07-23T10:38:21Z,4,4,4,5,4,4,7,1,1,1,1,1,6,4,3,3,2,4,0,0,105.968,0,NA,NA,NA,NA,0,0,0,0,0,0,2,0,2,2,2,0,2,2,2,0,1,1,2,1,0,1,0,4,5,5,-51,1,1,6,6,6,6,6,6,5,5,5,5,5,5,-1,1,1,1,0,-1,1,1,1,-1,1,-1,0,-1,1,1,1,1,0,-1,-1,1,1,1,1,0,-1,1,-1,3,4,1,5,2,7,NA,74,2,NA,1,1,NA,3,11,7,2,2,1,1,3,1,1,520071,BLM,105.968
2020-07-23T10:25:29Z,2020-07-23T10:38:23Z,100,773,1,2020-07-23T10:38:23Z,2,6,6,5,6,6,6,3,3,3,3,4,3,5,6,5,6,6,NA,NA,NA,NA,0,0,100.476,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,-1,-1,1,-1,3,2,2,-25,1,1,3,1,2,6,6,6,1,1,1,1,1,3,-1,1,-1,1,0,-1,1,1,1,1,1,0,1,0,-1,0,0,1,1,1,-1,1,1,1,1,0,0,1,1,2,4,4,4,3,7,NA,30,0,NA,1,2,NA,3,5,5,2,2,3,1,3,1,1,640274,control,100.476
2020-07-23T10:28:36Z,2020-07-23T10:38:24Z,100,587,1,2020-07-23T10:38:24Z,2,5,5,5,5,4,3,3,1,4,4,4,4,6,3,3,3,3,NA,NA,NA,NA,0,0,101.311,0,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,-1,1,-1,2,3,3,-75,1,2,3,3,3,6,6,6,1,4,2,2,3,5,-1,1,0,1,-1,-1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,-1,-1,-1,-1,1,1,1,0,1,4,3,3,1,2,3,NA,30,2,NA,2,2,NA,3,5,5,4,2,1,1,3,1,1,355386,control,101.311
2020-07-23T10:28:34Z,2020-07-23T10:38:24Z,100,590,1,2020-07-23T10:38:25Z,3,4,5,5,5,5,4,3,3,4,3,3,5,2,3,4,3,3,NA,NA,NA,NA,0,0,100.422,0,1,2,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,0,1,0,3,4,4,-40,1,1,4,2,3,6,6,6,3,4,2,3,4,1,0,0,1,1,0,-1,1,1,1,0,0,-1,0,0,0,0,1,1,1,-1,-1,1,1,1,1,-1,-1,0,0,2,4,2,5,1,7,NA,26,2,NA,2,1,NA,3,3,7,2,2,1,1,3,1,1,965462,control,100.422
2020-07-23T10:27:36Z,2020-07-23T10:38:25Z,100,649,1,2020-07-23T10:38:25Z,5,4,5,5,4,4,6,2,2,6,2,2,7,2,4,1,1,1,0,0,138.999,0,NA,NA,NA,NA,2,2,2,2,-1,0,-1,0,0,2,2,2,2,2,2,-1,1,1,1,1,2,1,2,3,5,5,-100,3,6,6,6,6,6,6,6,4,5,1,4,5,4,0,1,-1,1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,1,1,0,1,-1,-1,1,1,1,1,0,-1,0,-1,4,4,4,2,2,7,NA,20,2,NA,1,1,NA,3,11,3,3,4,1,4,3,1,1,420409,BLM,138.999
2020-07-23T10:29:18Z,2020-07-23T10:38:25Z,100,546,1,2020-07-23T10:38:25Z,3,6,5,5,6,6,3,5,6,5,5,6,4,5,5,6,5,5,NA,NA,NA,NA,7.446,8.489,103.2,2,0,-1,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,2,5,5,1,1,1,6,1,6,6,6,6,1,3,2,2,4,4,-1,0,-1,1,1,-1,1,1,1,0,0,-1,0,1,-1,1,-1,1,0,-1,-1,1,1,1,1,0,-1,1,-1,3,3,1,1,3,7,NA,39,1,NA,1,1,NA,3,11,3,1,3,1,1,3,1,1,699635,control,103.2
2020-07-23T10:26:38Z,2020-07-23T10:38:26Z,100,708,1,2020-07-23T10:38:27Z,2,5,4,4,6,6,2,2,2,2,2,2,1,6,6,6,6,6,NA,NA,NA,NA,20.48,232.163,233.78,7,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,1,1,-1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,4,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,1,-1,0,1,-1,-1,0,-1,1,-1,1,1,-1,0,1,1,1,0,1,-1,3,3,3,2,1,2,NA,30,1,NA,1,2,NA,3,4,3,2,3,3,1,3,1,1,708232,control,233.78
2020-07-23T10:32:03Z,2020-07-23T10:38:29Z,100,385,1,2020-07-23T10:38:29Z,1,7,7,7,7,7,1,6,7,6,6,7,1,1,1,1,1,1,28.662,85.078,99.754,2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,-1,0,1,0,1,2,5,5,5,-86,1,1,6,1,4,6,2,6,5,5,5,5,5,5,-1,1,1,1,0,-1,1,1,1,0,1,-1,-1,0,-1,1,-1,0,0,-1,-1,1,1,1,1,0,-1,1,1,4,5,5,4,4,37,NA,24,2,NA,2,1,NA,3,10,5,5,5,1,1,3,1,1,316161,BLM,99.754
2020-07-23T10:29:54Z,2020-07-23T10:38:33Z,100,519,1,2020-07-23T10:38:34Z,3,5,5,5,5,5,5,3,3,3,3,3,5,3,3,3,3,3,0,0,97.946,0,NA,NA,NA,NA,2,2,2,2,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,2,3,5,5,-50,2,1,6,3,6,6,6,6,2,3,2,3,4,2,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,0,0,-1,-1,1,1,1,1,-1,-1,1,-1,2,2,2,1,3,7,NA,46,2,NA,1,1,NA,3,4,4,2,2,1,1,3,1,1,137743,BLM,97.946
2020-07-23T10:28:54Z,2020-07-23T10:38:35Z,100,581,1,2020-07-23T10:38:35Z,3,4,4,4,3,3,3,3,3,4,4,4,3,3,4,4,4,3,NA,NA,NA,NA,0,0,99.201,0,0,1,0,0,1,-1,1,-1,1,1,1,1,1,1,1,0,-1,-1,-1,1,1,1,1,3,5,5,-50,1,1,6,2,3,6,6,6,3,4,3,3,4,4,-1,1,0,1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,0,1,1,1,1,5,7,NA,39,3,NA,4,1,NA,3,6,7,3,3,2,2,3,1,1,297237,control,99.201
2020-07-23T10:26:54Z,2020-07-23T10:38:37Z,100,702,1,2020-07-23T10:38:37Z,4,3,3,4,4,4,3,2,2,2,1,2,2,5,5,4,4,4,NA,NA,NA,NA,1.827,41.093,111.902,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,3,1,0,1,1,6,1,1,6,6,6,2,2,3,2,2,2,1,-1,1,-1,1,-1,1,0,1,0,1,-1,1,0,-1,0,-1,1,-1,0,0,1,1,1,1,0,-1,0,1,2,2,1,1,1,7,NA,38,0,NA,2,2,NA,3,3,5,1,1,5,1,3,1,1,954304,control,111.902
2020-07-23T10:27:22Z,2020-07-23T10:38:37Z,100,675,1,2020-07-23T10:38:38Z,3,5,5,5,5,5,7,1,1,1,1,1,7,1,1,1,1,1,0,0,99.3,0,NA,NA,NA,NA,2,2,2,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,1,2,2,5,5,-75,1,1,6,4,6,6,6,6,1,1,1,1,3,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,-1,3,3,1,1,2,2,NA,38,2,NA,5,2,NA,3,10,5,3,5,1,1,3,1,1,441886,BLM,99.3
2020-07-23T10:26:39Z,2020-07-23T10:38:39Z,100,719,1,2020-07-23T10:38:39Z,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,106.305,106.305,107.941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,5,5,-78,3,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,7,NA,35,2,NA,4,1,NA,3,4,5,4,4,4,4,3,1,1,390702,control,107.941
2020-07-23T10:31:25Z,2020-07-23T10:38:39Z,100,434,1,2020-07-23T10:38:40Z,2,5,5,5,5,5,1,5,5,5,5,5,1,6,6,6,6,6,NA,NA,NA,NA,0,0,101.146,0,-1,0,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,1,1,100,1,1,6,1,2,6,6,6,1,1,1,1,1,1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,1,1,2,2,1,4,7,NA,55,0,NA,2,2,NA,3,4,5,1,1,3,1,3,1,1,133161,control,101.146
2020-07-23T10:26:12Z,2020-07-23T10:38:39Z,100,747,1,2020-07-23T10:38:40Z,2,4,4,5,6,5,3,2,3,3,4,2,2,1,5,2,4,3,NA,NA,NA,NA,0,0,101.49,0,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,0,1,-1,-1,0,-1,1,1,1,1,1,4,4,5,-15,1,1,6,1,4,6,6,6,2,3,2,1,3,1,0,1,-1,1,0,-1,1,0,1,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,1,1,-1,1,0,3,4,4,3,2,4,NA,28,0,NA,1,2,NA,3,7,5,2,3,1,1,3,1,1,328878,control,101.49
