start_date,end_date,progress,duration_in_seconds,finished,recorded_date,idealism_community_dishonest_r,idealism_community_considerate,idealism_community_good,idealism_community_positive,idealism_community_right,idealism_community_included,idealism_police_dishonest_r,idealism_police_considerate,idealism_police_good,idealism_police_positive,idealism_police_right,idealism_police_included,idealism_blm_good,idealism_blm_cooperate,idealism_blm_welcome_me,idealism_blm_better_country,idealism_btb_good,idealism_btb_cooperate,idealism_btb_welcome_me,idealism_btb_better_country,effectiveness_of_blm_pre,effectiveness_of_btb_pre,q_104_first_click,q_104_last_click,q_104_page_submit,q_104_click_count,q_508_first_click,q_508_last_click,q_508_page_submit,q_508_click_count,q_502_first_click,q_502_last_click,q_502_page_submit,q_502_click_count,elevation_want_to_help,elevation_feel_close,elevation_better_person,elevation_find_ways_to_help,elevation_warmth,elevation_lump,elevation_tears,elevation_goosebumps,elevation_uplifted,elevation_moved,elevation_touched,elevation_inspired,elevation_compassion,elevation_admiration,elevation_heartwarming,positive_affect_happy,positive_affect_entertained,positive_affect_amused,positive_affect_delighted,afraid_of_protestors,afraid_of_police,angry_at_protestors,angry_at_police,bored,effectiveness_of_blm_post,effectiveness_of_btb_post,police_funding,blm_support,btb_support,blm_reputation,btb_reputation,scope_climate_change,scope_immigration,scope_covid,scope_healthcare,scope_poverty,scope_other,ii_m_bombcities,ii_r_e_welfare,ii_e_taxcuts,ii_r_m_guncontrol,ii_m_militaryspending,ii_m_warantlesssearch,ii_r_e_pollutioncontrol,ii_r_e_foreignaid,ii_r_s_womenequality,ii_m_obedience,ii_r_m_enemycompromise,ii_m_nukes,ii_m_drones,ii_s_charterschools,ii_s_prayer,ii_r_m_pacifism,ii_r_e_socialism,ii_r_s_porn,ii_r_m_immigration,ii_s_deathpenalty,ii_m_waterboard,ii_r_s_premaritalsex,ii_r_s_gaymarriage,ii_r_s_abortion,ii_r_s_evolution,ii_m_patriotism,ii_s_bibletruth,ii_r_e_globalization,ii_e_smallgovernment,sdo_r_group_welfare,sdo_against_group_equality,sdo_r_for_group_equality,sdo_group_domination,vote_influence_blm_support,vote_influence_btb_support,covid_experience_bored,covid_experience_frustrated,covid_experience_lonely,covid_experience_angry,covid_experience_happy_r,race,race_2,age,political_party,political_party_5_text,community_racial_com,gender,gender_4_text,catch_sky_color,household_income,education,direct_connection_bl,direct_connection_ra,direct_connection_po,catch_distractions,catch_video_stream,catch_honesty,random_id,condition,vid_time
2020-12-18T15:12:50Z,2020-12-18T15:27:07Z,100,857,1,2020-12-18T15:27:08Z,2,5,6,4,6,5,7,1,1,1,1,1,7,7,7,7,2,4,4,1,4,1,NA,NA,NA,NA,0,0,102.877,0,NA,NA,NA,NA,2,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,1,-75,5,1,90,-90,3,5,5,4,5,4,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,0,10,1,10,1,5,1,2,4,5,1,1,24,NA,32,2,NA,2,1,NA,3,6,7,3,4,1,3,1,1,930267,BtB,102.877
2020-12-18T15:19:00Z,2020-12-18T15:27:17Z,100,497,1,2020-12-18T15:27:18Z,2,6,5,5,5,5,6,2,2,3,1,1,6,7,6,6,2,2,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100.226,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,4,2,-55,4,2,19,-51,4,3,3,4,4,4,0,0,1,1,0,-1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,8,3,7,4,7,7,2,2,2,2,2,3,NA,33,2,NA,2,1,NA,3,6,4,3,1,1,3,1,1,986772,control,100.226
2020-12-18T15:18:33Z,2020-12-18T15:27:19Z,100,525,1,2020-12-18T15:27:19Z,2,6,6,6,6,6,6,5,5,5,5,5,6,6,4,6,5,5,5,5,4,3,16.432,16.432,100.428,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,1,0,1,4,2,10,5,4,0,0,3,4,3,4,4,4,-1,1,0,1,1,-1,1,1,1,0,1,-1,-1,0,1,1,0,1,-1,0,-1,1,1,1,1,1,1,1,0,10,1,10,1,2,1,1,4,4,3,2,7,NA,33,2,NA,1,2,NA,3,6,5,1,1,1,3,1,1,586659,BLM,100.428
2020-12-18T15:15:54Z,2020-12-18T15:27:19Z,100,685,1,2020-12-18T15:27:20Z,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,5,7,7,7,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,95.86,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,3,5,23,3,5,1,7,1,3,1,NA,2,2,1,1,1,-1,1,1,1,1,1,1,0,-1,1,0,1,0,-1,1,-1,1,1,1,1,0,0,1,1,1,-1,8,9,7,8,3,5,2,3,1,2,1,7,NA,65,1,NA,4,2,NA,3,4,3,1,1,1,3,1,1,379148,control,95.86
2020-12-18T15:14:54Z,2020-12-18T15:27:22Z,100,747,1,2020-12-18T15:27:22Z,5,2,2,2,3,3,6,3,3,3,3,3,7,6,7,7,3,7,3,1,3,1,NA,NA,NA,NA,2.271,2.271,99.913,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,3,1,-75,5,1,100,-100,1,1,1,1,1,5,-1,1,-1,1,-1,-1,1,1,1,-1,0,-1,-1,0,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,10,10,10,1,5,1,5,5,5,1,1,47,NA,44,2,NA,2,2,NA,3,5,3,5,5,1,3,1,1,458710,BtB,99.913
2020-12-18T15:14:12Z,2020-12-18T15:27:26Z,100,793,1,2020-12-18T15:27:26Z,2,5,5,4,5,4,2,5,5,4,5,5,6,6,6,7,4,4,5,4,3,2,NA,NA,NA,NA,0,0,99.717,0,NA,NA,NA,NA,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,2,2,0,4,3,0,0,1,4,2,2,4,2,-1,1,1,1,0,-1,1,0,1,0,0,-1,-1,0,-1,1,1,1,0,-1,-1,1,1,1,1,-1,-1,0,0,10,1,10,1,1,1,1,4,3,3,1,7,NA,65,2,NA,2,2,NA,3,4,3,4,1,2,3,1,1,610970,BtB,99.717
2020-12-18T15:14:42Z,2020-12-18T15:27:27Z,100,765,1,2020-12-18T15:27:27Z,7,6,7,6,6,7,3,6,7,6,7,6,6,6,7,7,7,7,6,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2.675,10.794,99.38,2,2,2,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,-1,0,0,-1,2,-1,2,4,4,57,4,4,59,50,5,4,4,4,5,4,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,9,8,10,9,4,4,2,3,2,2,3,7,NA,33,1,NA,4,1,NA,3,9,5,4,4,4,3,1,1,541313,control,99.38
2020-12-18T15:14:10Z,2020-12-18T15:27:30Z,100,800,1,2020-12-18T15:27:31Z,1,5,4,6,5,4,4,4,4,5,2,3,7,6,6,7,6,4,7,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,98.632,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,-1,5,5,-49,4,4,1,1,NA,5,5,5,5,5,-1,1,-1,1,-1,-1,1,0,1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,10,1,10,1,3,3,1,1,1,4,4,7,NA,32,0,NA,2,2,NA,3,7,5,3,3,3,3,1,1,186163,control,98.632
2020-12-18T15:09:33Z,2020-12-18T15:27:31Z,100,1078,1,2020-12-18T15:27:32Z,2,7,7,5,6,7,7,6,7,7,7,7,7,7,7,7,6,5,7,7,5,4,NA,NA,NA,NA,0,0,105.404,0,NA,NA,NA,NA,-1,0,0,0,-1,1,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,0,1,3,4,50,4,4,50,50,3,5,3,3,3,2,0,1,1,-1,1,-1,1,-1,1,-1,-1,-1,0,-1,1,-1,1,0,1,0,-1,0,0,-1,-1,1,0,-1,1,9,5,10,4,5,4,1,3,2,1,4,7,NA,30,1,NA,4,2,NA,3,2,5,4,4,4,3,1,1,941995,BtB,105.404
2020-12-18T15:15:58Z,2020-12-18T15:27:33Z,100,695,1,2020-12-18T15:27:33Z,1,6,6,6,6,6,2,6,6,6,5,5,5,5,5,6,5,5,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,102.287,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,4,2,1,4,4,1,1,1,2,4,4,4,4,-1,1,0,1,1,-1,1,0,1,1,1,-1,0,0,-1,0,0,-1,1,-1,-1,1,1,0,1,1,0,1,0,10,2,9,2,1,1,2,4,4,2,2,7,NA,67,2,NA,1,1,NA,3,4,4,2,2,2,3,1,1,771251,control,102.287
2020-12-18T15:14:41Z,2020-12-18T15:27:33Z,100,771,1,2020-12-18T15:27:34Z,4,5,4,5,4,5,3,3,3,3,4,3,6,5,5,7,3,5,3,1,3,2,0,0,109.267,0,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,3,2,-70,5,1,-10,0,2,2,2,2,3,2,-1,1,-1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,0,-1,-1,1,1,1,1,-1,-1,0,-1,8,3,6,1,3,1,2,4,2,2,1,7,NA,34,2,NA,4,2,NA,3,4,5,2,2,2,3,1,1,337551,BLM,109.267
2020-12-18T15:15:03Z,2020-12-18T15:27:36Z,100,752,1,2020-12-18T15:27:36Z,3,4,4,5,4,5,4,4,4,5,3,4,6,6,6,6,5,6,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,92.101,92.101,95.917,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,2,2,3,-24,4,1,1,-11,2,4,3,3,4,4,0,1,0,0,0,-1,1,0,1,0,0,-1,0,0,0,1,0,0,0,-1,-1,1,1,1,1,0,0,1,0,9,1,8,1,2,1,2,2,1,2,4,7,NA,45,2,NA,4,1,NA,3,9,5,2,2,2,3,1,1,532322,control,95.917
2020-12-18T15:13:07Z,2020-12-18T15:27:36Z,100,869,1,2020-12-18T15:27:37Z,3,4,4,3,4,4,4,3,5,5,3,5,2,1,1,1,5,3,4,2,4,2,0,0,115.512,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,4,2,-10,1,1,-77,25,1,2,3,1,3,3,0,-1,1,-1,-1,-1,0,-1,1,-1,1,0,-1,0,-1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,8,8,7,8,1,1,3,4,3,4,1,7,NA,28,0,NA,4,2,NA,3,5,2,1,1,2,3,1,1,391333,BLM,115.512
2020-12-18T15:19:09Z,2020-12-18T15:27:40Z,100,511,1,2020-12-18T15:27:41Z,2,6,6,6,5,5,5,5,5,5,5,6,7,7,7,7,4,4,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,96.231,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,4,3,10,4,3,100,-64,1,4,4,4,5,1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,-1,0,-1,1,1,-1,0,-1,1,1,1,1,1,0,-1,-1,-1,9,1,8,1,4,2,3,4,4,3,2,7,NA,29,2,NA,3,2,NA,3,4,5,4,4,2,3,1,1,782907,control,96.231
2020-12-18T15:20:27Z,2020-12-18T15:27:41Z,100,433,1,2020-12-18T15:27:41Z,6,6,6,6,6,6,5,3,3,3,2,2,7,7,7,7,5,5,5,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,128.515,128.515,129.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,-1,0,3,1,-77,5,1,36,-61,3,4,3,4,4,4,-1,1,-1,1,-1,-1,1,1,1,0,0,-1,-1,-1,-1,1,1,0,1,-1,-1,1,1,1,1,0,-1,0,-1,10,1,10,1,3,1,3,3,4,2,3,7,NA,32,2,NA,1,1,NA,3,11,5,3,3,2,3,1,1,999304,control,129.054
2020-12-18T15:14:53Z,2020-12-18T15:27:41Z,100,767,1,2020-12-18T15:27:41Z,2,6,6,6,6,6,4,4,4,4,4,4,6,6,5,6,4,5,6,3,3,3,7.639,154.836,161.035,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,-1,2,2,0,0,2,2,0,2,2,0,1,1,1,1,1,1,1,2,1,3,3,-50,5,1,74,-79,1,2,4,4,5,1,-1,1,-1,1,-1,-1,1,1,1,0,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,10,1,9,1,2,1,2,3,1,3,2,7,NA,57,2,NA,2,1,NA,3,11,3,2,2,1,3,1,1,132911,BLM,161.035
2020-12-18T15:18:16Z,2020-12-18T15:27:48Z,100,572,1,2020-12-18T15:27:49Z,2,4,5,5,5,5,5,3,5,3,3,3,5,4,4,4,5,4,4,4,2,1,75.454,81.762,99.254,2,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,0,1,-1,-1,0,1,-1,1,1,1,-1,1,2,1,0,2,1,0,-50,1,2,1,1,2,1,-1,0,1,-1,-1,-1,1,0,1,0,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,0,-1,0,1,10,5,5,1,1,1,3,4,4,2,1,4,NA,39,0,NA,2,2,NA,3,7,4,2,2,1,3,1,1,590400,BLM,99.254
2020-12-18T15:10:49Z,2020-12-18T15:28:06Z,100,1036,1,2020-12-18T15:28:07Z,2,5,6,4,5,6,2,4,5,4,5,5,4,4,4,4,4,4,4,4,3,3,0,0,100.451,0,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0,-1,1,1,1,1,-1,0,-1,1,0,-1,-1,-1,1,1,-1,-1,1,1,1,1,3,3,15,3,3,50,-10,1,2,1,1,2,1,0,-1,0,1,0,-1,1,0,1,0,1,-1,-1,0,0,1,0,-1,-1,0,-1,0,1,1,1,-1,0,1,0,10,1,10,1,1,1,2,1,1,1,5,37,NA,31,3,NA,3,1,NA,3,11,5,5,4,2,3,1,1,696487,BLM,100.451
2020-12-18T15:23:36Z,2020-12-18T15:28:09Z,100,273,1,2020-12-18T15:28:10Z,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,5,2,2,NA,NA,NA,NA,0,0,98.659,0,NA,NA,NA,NA,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,-1,1,1,1,1,-1,3,3,21,2,3,1,1,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,5,5,5,5,3,3,2,2,2,2,2,7,NA,30,2,NA,2,2,NA,3,11,5,3,3,3,3,1,1,220358,BtB,98.659
2020-12-18T15:15:56Z,2020-12-18T15:28:13Z,100,736,1,2020-12-18T15:28:13Z,3,4,4,4,4,4,2,5,5,4,5,5,3,4,1,1,6,6,7,5,4,3,NA,NA,NA,NA,0,0,100.382,0,NA,NA,NA,NA,-1,0,1,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,1,-1,0,1,0,1,1,4,3,25,1,3,0,-5,2,1,3,1,1,5,0,1,1,-1,1,-1,1,-1,1,1,0,-1,1,1,0,1,-1,1,-1,1,1,1,1,-1,1,1,0,-1,1,8,5,6,2,1,1,2,5,5,5,1,7,NA,40,1,NA,2,2,NA,3,7,7,2,2,2,3,1,1,542576,BtB,100.382
2020-12-18T15:15:52Z,2020-12-18T15:28:16Z,100,743,1,2020-12-18T15:28:17Z,5,6,6,6,6,7,1,6,6,6,5,7,6,6,5,6,5,6,6,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,102.771,0,2,0,2,2,2,2,-1,0,0,2,0,0,0,-1,0,2,0,1,2,2,1,-1,1,1,4,3,62,3,4,50,57,3,4,4,5,4,4,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,9,8,9,8,4,5,2,1,5,3,4,14,NA,50,2,NA,2,1,NA,3,7,5,3,2,3,3,1,1,518096,control,102.771
2020-12-18T15:23:35Z,2020-12-18T15:28:23Z,100,288,1,2020-12-18T15:28:24Z,1,7,7,7,7,7,1,7,7,7,7,7,1,4,1,1,7,7,7,7,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.628,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,5,100,1,5,-100,0,1,1,1,1,1,5,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,10,1,10,1,1,1,4,1,5,4,7,NA,38,1,NA,4,2,NA,3,6,6,1,1,1,3,3,1,807320,control,1.628
2020-12-18T15:19:51Z,2020-12-18T15:28:29Z,100,518,1,2020-12-18T15:28:29Z,2,5,5,4,5,6,4,2,3,3,2,4,5,5,4,3,5,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,95.853,0,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,0,-1,-1,1,-1,-1,-1,0,-1,3,2,-38,1,1,7,1,1,1,2,2,2,3,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0,1,1,1,0,0,-1,1,7,6,4,1,1,1,3,4,3,4,2,7,NA,36,0,NA,2,2,NA,3,6,3,2,2,2,3,1,1,861810,control,95.853
2020-12-18T15:11:49Z,2020-12-18T15:28:29Z,100,1000,1,2020-12-18T15:28:30Z,2,7,7,7,7,7,2,7,7,7,7,7,1,4,1,1,7,7,7,7,1,5,NA,NA,NA,NA,0,0,101.873,0,NA,NA,NA,NA,-1,0,1,-1,1,1,0,1,0,0,2,0,0,0,2,0,0,0,0,1,1,1,1,1,1,5,25,1,4,-50,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,-1,-1,1,-1,0,-1,1,1,0,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,0,1,10,1,10,1,1,2,3,1,1,3,7,NA,48,1,NA,2,1,NA,3,4,3,1,1,4,3,1,1,646389,BtB,101.873
2020-12-18T15:21:28Z,2020-12-18T15:28:37Z,100,429,1,2020-12-18T15:28:38Z,6,5,4,5,5,6,5,6,5,4,5,6,4,5,5,6,6,5,6,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,11.586,11.586,104.131,1,-1,0,-1,-1,-1,-1,1,0,2,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,4,2,12,5,3,66,30,2,3,4,3,2,3,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,1,7,8,9,7,5,4,1,2,3,2,5,7,NA,50,2,NA,4,1,NA,3,11,5,3,4,3,3,1,1,258178,control,104.131
2020-12-18T15:14:54Z,2020-12-18T15:28:40Z,100,825,1,2020-12-18T15:28:40Z,4,5,6,6,4,4,6,4,6,6,5,5,5,6,5,6,5,6,7,6,3,4,0,0,315.309,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,0,-1,2,2,0,-1,0,0,2,2,-1,0,0,2,-1,0,2,2,4,5,74,4,5,62,71,4,5,5,3,4,5,-1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,8,6,9,7,5,4,4,3,5,4,4,3,NA,36,2,NA,3,2,NA,3,7,3,4,3,5,3,1,1,910739,BLM,315.309
2020-12-18T15:18:56Z,2020-12-18T15:28:50Z,100,594,1,2020-12-18T15:28:50Z,2,6,6,6,6,6,3,4,4,4,4,4,7,7,7,7,4,4,4,2,4,1,NA,NA,NA,NA,0,0,100.166,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,4,1,0,4,1,0,30,1,1,1,1,3,1,-1,1,-1,1,-1,-1,1,1,1,1,1,0,0,0,-1,0,1,-1,1,0,-1,1,1,1,1,1,0,0,0,10,1,9,2,4,1,2,2,2,2,1,7,NA,21,2,NA,2,1,NA,3,3,4,4,2,1,3,1,1,316311,BtB,100.166
2020-12-18T15:18:29Z,2020-12-18T15:28:53Z,100,624,1,2020-12-18T15:28:53Z,2,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2.698,11.867,109.595,2,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,3,3,0,3,3,0,0,5,4,3,4,5,3,-1,1,0,1,0,0,1,1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,-1,-1,-1,-1,1,0,0,-1,10,2,3,2,3,2,2,1,2,1,4,7,NA,23,2,NA,2,2,NA,3,5,4,3,3,1,3,1,1,287787,control,109.595
2020-12-18T15:16:17Z,2020-12-18T15:28:54Z,100,756,1,2020-12-18T15:28:55Z,2,5,5,6,5,5,2,6,6,7,6,6,3,1,1,1,5,6,7,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,12.915,12.915,97.635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,0,1,3,26,1,4,-52,15,1,1,1,1,2,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,8,3,7,1,1,1,1,3,1,1,1,4,NA,56,1,NA,5,1,NA,3,6,3,2,5,4,3,1,1,771486,control,97.635
2020-12-18T15:17:08Z,2020-12-18T15:29:02Z,100,713,1,2020-12-18T15:29:03Z,3,6,6,6,6,6,2,5,5,5,5,5,3,2,4,1,4,5,6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,96.32,96.32,98.274,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,2,2,-5,1,1,25,-50,1,1,3,1,2,4,-1,1,1,-1,-1,-1,1,-1,1,0,1,-1,-1,0,-1,1,-1,1,-1,0,-1,1,1,1,1,-1,-1,-1,1,10,2,9,1,1,1,5,5,5,4,1,7,NA,30,0,NA,2,2,NA,3,6,3,1,1,1,3,1,1,393665,control,98.274
2020-12-18T15:14:39Z,2020-12-18T15:29:04Z,100,864,1,2020-12-18T15:29:04Z,2,5,5,5,5,5,3,4,4,4,4,2,4,5,3,4,3,5,6,3,2,2,0,0,98.979,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,-1,-1,2,2,-25,3,2,-50,25,1,2,2,1,2,2,-1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,0,0,0,1,1,1,1,1,1,1,1,10,1,10,1,2,1,1,3,3,3,1,7,NA,28,2,NA,2,1,NA,3,6,4,2,2,2,3,1,1,938060,BLM,98.979
2020-12-18T15:14:28Z,2020-12-18T15:29:04Z,100,876,1,2020-12-18T15:29:04Z,1,6,6,6,7,6,1,7,7,7,7,7,2,4,1,3,6,6,6,6,3,2,0,0,101.376,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,40,1,3,-26,1,1,1,1,1,1,3,0,1,1,0,1,-1,1,1,1,1,0,0,1,1,1,0,-1,-1,-1,1,1,1,1,1,0,1,1,-1,1,10,1,10,2,1,1,4,4,1,1,1,7,NA,58,1,NA,2,1,NA,3,7,2,2,2,3,3,1,1,928370,BLM,101.376
2020-12-18T15:13:36Z,2020-12-18T15:29:06Z,100,929,1,2020-12-18T15:29:06Z,6,4,5,5,4,5,3,5,5,3,4,4,4,5,4,5,5,5,4,3,4,3,NA,NA,NA,NA,4.138,117.636,120.402,3,NA,NA,NA,NA,0,-1,0,0,0,-1,0,0,0,-1,0,-1,-1,0,0,-1,1,-1,-1,0,-1,-1,0,1,3,4,46,3,4,18,60,4,3,4,3,4,2,1,0,0,0,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,8,7,6,8,5,4,2,3,3,2,3,7,NA,53,1,NA,4,2,NA,3,8,5,4,3,4,3,1,1,293494,BtB,120.402
2020-12-18T15:20:39Z,2020-12-18T15:29:17Z,100,517,1,2020-12-18T15:29:17Z,1,5,6,6,6,5,1,5,5,5,6,6,6,5,4,2,6,7,6,4,2,2,0,0,100.032,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,2,2,2,1,2,5,25,4,1,1,4,1,2,-1,1,1,-1,1,-1,1,1,1,1,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,8,10,1,4,1,1,2,2,1,1,3,7,NA,44,1,NA,2,2,NA,3,6,8,2,2,3,3,1,1,875297,BLM,100.032
2020-12-18T15:17:10Z,2020-12-18T15:29:18Z,100,727,1,2020-12-18T15:29:18Z,5,6,6,6,5,5,3,4,4,4,3,2,6,6,6,7,2,3,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,105.852,0,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,0,2,1,-50,4,1,5,-30,1,2,2,4,4,2,0,1,-1,1,-1,-1,1,0,1,0,0,-1,-1,-1,-1,0,1,1,1,-1,-1,1,1,1,1,0,-1,0,-1,9,4,4,1,2,1,4,4,1,1,3,7,NA,21,3,NA,2,2,NA,3,2,3,2,4,1,3,1,1,809657,control,105.852
2020-12-18T15:09:12Z,2020-12-18T15:29:18Z,100,1205,1,2020-12-18T15:29:18Z,2,5,6,6,6,6,2,5,5,5,4,5,1,4,1,1,7,7,7,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,95.811,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,3,100,1,3,25,40,1,1,1,1,1,1,0,1,1,-1,0,0,1,-1,0,1,0,-1,1,1,-1,1,-1,0,-1,1,0,0,0,1,1,0,0,-1,1,10,6,8,7,1,3,3,2,2,1,2,27,NA,61,1,NA,1,2,NA,3,8,4,1,1,1,3,1,1,769330,control,95.811
