start_date,end_date,progress,duration_in_seconds,finished,recorded_date,iraq_fair_r,iraq_wealthy_privilege,iraq_angry,iraq_corrupt,iraq_happy_r,bailouts_fair_r,bailouts_wealthy_privilege,bailouts_angry,bailouts_corrupt,bailouts_happy_r,offshore_fair_r,offshore_wealthy_privilege,offshore_angry,offshore_corrupt,offshore_happy_r,covid_19_relief_fair_r,covid_19_relief_wealthy_privilege,covid_19_relief_angry,covid_19_relief_corrupt,covid_19_relief_happy_r,large_corps_fair_r,large_corps_wealthy_privilege,large_corps_angry,large_corps_corrupt,large_corps_happy_r,charity_fair_r,charity_wealthy_privilege,charity_angry,charity_corrupt,charity_happy_r,gov_response_overall_safe_r,gov_response_overall_suffering,gov_response_overall_concern_r,gov_response_overall_protect_jobs_r,gov_response_overall_generous_r,community_response_safe_r,community_response_suffering,community_response_concern_r,community_response_help_those_in_need_r,community_response_generous_r,idealism_community_dishonest_r,idealism_community_considerate,idealism_community_good,idealism_community_positive,idealism_community_right,idealism_community_included,idealism_elites_dishonest_r,idealism_elites_considerate,idealism_elites_good,idealism_elites_positive,idealism_elites_right,idealism_elites_included,idealism_police_dishonest_r,idealism_police_considerate,idealism_police_good,idealism_police_positive,idealism_police_right,idealism_police_included,pre_video_sympathy_blm,pre_video_anger_blm_r,pre_video_participate_blm_protests,pre_video_wish_participated,pre_video_wish_blue_r,pre_video_donations_support_blm,pre_video_donations_oppose_blm_r,pre_video_social_media_support_blm,pre_video_social_media_criticize_blm_r,q_104_first_click,q_104_last_click,q_104_page_submit,q_104_click_count,elevation_want_to_help,elevation_feel_close,elevation_better_person,elevation_find_ways_to_help,elevation_warmth,elevation_lump,elevation_tears,elevation_goosebumps,elevation_uplifted,elevation_moved,elevation_touched,elevation_inspired,elevation_compassion,elevation_admiration,elevation_heartwarming,positive_affect_happy,positive_affect_entertained,positive_affect_amused,positive_affect_delighted,afraid_of_protestors,afraid_of_police,angry_at_protestors,angry_at_police,post_video_sympathy_blm,post_video_anger_blm_r,post_video_plan_to_participate_blm_protests,post_video_wish_participate,post_video_wish_blue_r,post_video_donations_support_blm,post_video_donations_oppose_blm_r,post_video_social_media_support_blm,post_video_social_media_criticize_blm_r,effectiveness_of_blm_post,police_funding,tactic_looting,tactic_burn_stations,tactic_loud_chants,tactic_block_traffic,tactic_gathering,ii_m_bombcities,ii_r_e_welfare,ii_e_taxcuts,ii_r_m_guncontrol,ii_m_militaryspending,ii_m_warantlesssearch,ii_r_e_pollutioncontrol,ii_r_e_foreignaid,ii_r_s_womenequality,ii_m_obedience,ii_r_m_enemycompromise,ii_m_nukes,ii_m_drones,ii_s_charterschools,ii_s_prayer,ii_r_m_pacifism,ii_r_e_socialism,ii_r_s_porn,ii_r_m_immigration,ii_s_deathpenalty,ii_m_waterboard,ii_r_s_premaritalsex,ii_r_s_gaymarriage,ii_r_s_abortion,ii_r_s_evolution,ii_m_patriotism,ii_s_bibletruth,ii_r_e_globalization,ii_e_smallgovernment,covid_experience_bored,covid_experience_frustrated,covid_experience_lonely,covid_experience_angry,covid_experience_happy_r,race_ethnicity_origin,race_ethnicity_origin_text,age,pol_parties,pol_parties_text,community_description,gender,gender_text,catch_sky_color,income,education,direct_connection_bl,direct_connection_ra,direct_connection_po,direct_connection_el,catch_distractions,catch_video_stream,catch_honesty,random_id,vid_time,bad_policy_iraq,bad_policy_bailouts,bad_policy_offshore,bad_policy_covid19_relief,bad_policy_corps,bad_policy_charity,bad_policy_gov,bad_policy_community,idealism_community,idealism_elites,idealism_police,idealism_all,blm_support_t1,blm_support_t2,positive_affect,elevation,somatic,prosocial_motives,folk_affect,tactics,conservativism_social,conservativism_military,conservativism_economic,conservativism_overall,condition,parties,major_parties
2020-06-24T12:45:22Z,2020-06-24T12:59:32Z,100,849,1,2020-06-24T12:59:32Z,2,3,6,5,1,1,7,7,7,1,4,5,2,1,3,6,7,3,3,6,4,7,6,5,2,6,3,2,2,4,1,7,1,1,2,6,6,6,6,6,3,5,5,5,5,4,4,4,2,2,2,2,5,6,6,2,6,6,4,1,1,2,1,3,1,1,1,7.071,7.071,102.954,1,3,2,2,3,1,0,0,2,3,3,3,2,3,3,3,3,2,1,1,0,0,0,1,5,1,2,2,1,3,1,1,1,3,-50,1,1,5,2,5,1,1,-1,1,-1,-1,1,1,1,0,1,-1,1,0,-1,0,0,1,0,-1,-1,1,1,1,1,1,-1,1,-1,3,2,1,3,2,7,NA,34,2,NA,4,2,NA,3,11,7,2,2,3,3,3,1,1,846809,102.954,5.4,7,3.4,3.4,5.6,2.6,6.8,2.8,4.833333333333333,2.6666666666666665,4.833333333333333,4.111111111111111,3.4444444444444446,3.6666666666666665,1.75,2.2,0.75,2.5,2.857142857142857,2.8,-0.9,-0.25,-0.8571428571428571,-0.6206896551724138,BLM,Democrat,Democrat
2020-06-24T12:40:04Z,2020-06-24T12:59:42Z,100,1178,1,2020-06-24T12:59:43Z,1,5,7,6,1,1,7,7,7,1,1,7,6,6,1,1,7,5,5,2,1,7,6,6,2,5,3,1,3,5,1,7,1,2,1,5,1,6,6,5,2,5,6,6,6,6,4,2,3,1,4,1,2,5,6,5,6,5,5,1,2,3,1,1,1,3,1,13.688,13.688,125.971,1,3,2,3,2,2,1,1,3,3,2,3,3,3,3,3,2,1,1,3,0,1,0,3,4,1,3,3,1,2,1,3,1,3,-25,1,1,5,1,4,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,3,2,3,2,4,2,NA,28,2,NA,2,2,NA,3,9,7,2,5,1,1,3,1,1,784515,125.971,6.4,7,6.6,6,6.4,2.6,6.8,2.2,5.833333333333333,2.5,5.5,4.611111111111111,3.7777777777777777,3.888888888888889,1.75,2.466666666666667,1.75,2.5,2.857142857142857,2.4,-0.2,-0.6666666666666666,-0.14285714285714285,-0.3793103448275862,BLM,Democrat,Democrat
2020-06-24T12:51:21Z,2020-06-24T13:00:05Z,100,524,1,2020-06-24T13:00:06Z,3,5,5,5,3,3,5,5,5,3,3,6,4,5,3,3,6,5,5,3,2,6,5,6,3,5,3,2,3,5,2,6,2,2,2,6,1,6,6,6,6,6,6,6,6,6,3,5,5,5,5,5,2,6,6,6,5,6,3,1,1,1,1,1,1,1,1,0,0,119.515,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,4,-39,1,1,3,2,1,-1,0,0,1,0,-1,1,1,1,0,1,-1,1,1,-1,1,0,1,0,0,-1,1,1,1,1,1,-1,0,1,1,3,2,3,3,7,NA,48,2,NA,1,2,NA,3,5,3,2,2,2,2,3,1,1,369164,119.515,5,5,5,5.2,5.6,2.8,6,1.8,5.333333333333333,5,5.833333333333333,5.388888888888889,3,3,0.5,0.8666666666666667,0.5,1,1,1.6,-0.7,-0.4166666666666667,-0.14285714285714285,-0.4482758620689655,BLM,Democrat,Democrat
2020-06-24T12:46:04Z,2020-06-24T13:00:14Z,100,849,1,2020-06-24T13:00:14Z,4,2,2,2,4,3,6,3,6,2,3,4,3,1,3,6,2,2,2,4,3,5,2,2,4,6,3,1,2,6,6,2,6,2,6,5,1,5,4,5,1,6,6,5,6,5,4,2,2,1,2,2,1,6,6,5,6,6,2,3,1,1,1,1,1,1,1,0,0,104.109,0,1,1,1,2,0,0,0,0,1,2,2,1,2,1,1,2,0,0,1,0,0,0,0,3,2,1,1,1,1,1,1,1,3,0,1,1,5,1,2,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,1,3,3,1,1,3,7,NA,65,1,NA,4,2,NA,3,10,7,1,1,1,1,3,1,1,128723,104.109,2.8,5.2,3.6,2.4,3.6,2,2.8,2.8,5.833333333333333,2.1666666666666665,6,4.666666666666667,2.6666666666666665,2.888888888888889,0.75,1,0,1.25,1.4285714285714286,2,0.4,0.08333333333333333,0.14285714285714285,0.20689655172413793,BLM,Republican,Republican
2020-06-24T12:37:09Z,2020-06-24T13:00:42Z,100,1412,1,2020-06-24T13:00:42Z,2,3,7,4,1,7,6,2,3,6,6,4,2,3,6,6,4,6,3,5,4,6,5,5,4,5,3,2,4,6,7,3,6,4,6,7,4,6,6,6,2,6,7,6,6,5,2,6,5,6,6,5,2,3,5,4,5,4,4,1,3,4,1,3,1,4,1,0,0,123.536,0,3,3,2,3,3,2,1,3,2,3,3,3,2,2,1,0,0,0,0,0,1,0,3,5,1,4,4,1,4,1,4,1,5,-24,3,1,5,3,4,-1,1,1,-1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,4,3,3,2,4,7,NA,29,2,NA,8,2,NA,3,4,5,4,5,3,4,3,1,1,722971,123.536,5.4,2.8,2.6,3.6,4.8,2.8,2.4,2.2,6,5.666666666666667,4.5,5.388888888888889,4.222222222222222,4.555555555555555,0,2.4,2.25,2.75,2.2857142857142856,3.2,0.3,-0.08333333333333333,-0.42857142857142855,-0.034482758620689655,BLM,Democrat,Democrat
2020-06-24T12:27:59Z,2020-06-24T13:01:19Z,100,2000,1,2020-06-24T13:01:20Z,5,1,5,1,1,5,1,1,2,5,5,1,1,2,6,6,2,1,1,7,4,7,1,3,5,6,4,1,1,6,6,2,6,2,5,6,2,6,6,6,4,5,6,6,5,5,7,5,5,4,5,4,6,4,5,4,4,4,5,1,3,4,1,3,1,5,1,71.238,109.972,110.839,3,3,2,3,3,1,1,3,2,3,3,3,2,3,2,3,2,0,1,2,0,0,0,3,5,1,4,4,1,4,1,5,1,4,-50,1,2,5,3,3,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,-1,-1,1,0,1,-1,1,-1,1,1,1,0,5,3,3,3,2,3,NA,32,2,NA,2,1,NA,3,10,5,5,5,4,4,3,1,1,523081,110.839,3.4,2,1.8,1.4,3.6,2,3,2,5.166666666666667,4,3.8333333333333335,4.333333333333333,4.444444444444445,4.666666666666667,1.25,2.466666666666667,1.75,2.75,2.7142857142857144,2.8,0.3,0.3333333333333333,-0.5714285714285714,0.10344827586206896,BLM,Democrat,Democrat
2020-06-24T12:26:02Z,2020-06-24T13:01:22Z,100,2119,1,2020-06-24T13:01:23Z,2,5,5,6,3,3,5,6,6,3,3,5,6,6,2,5,5,2,6,5,3,6,3,4,4,6,6,2,4,5,5,2,6,3,6,5,3,5,4,4,4,6,5,4,6,5,6,5,4,4,6,5,5,5,4,5,5,4,4,1,1,2,2,3,1,3,3,0,0,109.88,0,3,3,3,3,2,0,0,1,1,3,3,3,3,1,3,0,0,0,0,0,1,0,2,4,1,2,2,2,3,1,4,1,4,26,1,1,3,3,3,-1,1,1,1,1,-1,1,0,1,1,1,0,0,0,1,0,1,1,-1,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,7,NA,29,1,NA,2,1,NA,3,10,5,3,3,1,3,3,1,1,885917,109.88,5.4,5.4,5.6,3.8,4.4,3.4,2.8,3.4,5,4.333333333333333,4.333333333333333,4.555555555555555,3.3333333333333335,3.7777777777777777,0,2.1333333333333333,0.75,3,2.4285714285714284,2.2,-0.4,0,-0.2857142857142857,-0.20689655172413793,BLM,Republican,Republican
2020-06-24T12:47:55Z,2020-06-24T13:01:31Z,100,815,1,2020-06-24T13:01:32Z,1,7,7,7,1,1,7,7,7,1,3,7,4,3,1,1,7,7,7,1,1,7,7,7,1,6,1,1,2,4,1,7,1,1,1,6,2,6,6,6,2,6,6,5,6,5,5,3,3,3,3,3,5,3,3,3,3,3,5,1,1,5,1,3,1,3,1,0,0,104.368,0,3,1,3,3,3,0,0,2,3,3,3,3,3,3,3,1,0,0,1,0,0,0,1,5,1,3,5,1,3,1,3,1,3,-65,1,2,5,3,4,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,1,2,1,1,1,4,NA,32,2,NA,5,2,NA,3,2,5,1,5,1,1,3,1,1,733567,104.368,7,7,5.2,7,7,2,7,2,5.666666666666667,3,3,3.888888888888889,4.111111111111111,4.333333333333333,0.5,2.4,1.25,2.5,3,3,-1,-0.8333333333333334,-1,-0.9310344827586207,BLM,Democrat,Democrat
2020-06-24T12:49:20Z,2020-06-24T13:01:48Z,100,748,1,2020-06-24T13:01:48Z,2,6,6,6,2,2,6,6,6,2,2,6,6,6,2,2,6,6,6,2,2,6,6,6,2,7,1,1,1,7,2,6,2,2,2,6,2,6,6,6,2,7,7,7,7,7,6,2,2,2,2,2,7,1,1,1,1,1,5,1,3,4,1,3,1,4,1,12.544,12.544,104.429,1,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,0,0,2,0,1,0,2,5,1,4,4,1,4,1,4,1,4,-75,1,1,4,3,4,-1,1,1,1,-1,-1,1,1,1,0,1,-1,-1,1,1,-1,-1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,4,3,NA,30,2,NA,2,1,NA,3,9,5,5,4,1,1,3,1,1,231245,104.429,6,6,6,6,6,1,6,2,6.833333333333333,2,1,3.2777777777777777,4.333333333333333,4.555555555555555,1,2.6666666666666665,2,2.75,3,2.6,-0.3,-0.4166666666666667,-0.14285714285714285,-0.3103448275862069,BLM,Democrat,Democrat
2020-06-24T12:41:15Z,2020-06-24T13:02:05Z,100,1250,1,2020-06-24T13:02:06Z,1,2,7,6,1,2,6,4,3,2,6,2,1,1,3,7,2,1,1,5,6,4,1,1,4,7,3,1,1,6,5,1,6,4,6,7,1,7,7,6,2,6,6,5,6,6,1,6,6,4,7,5,1,6,6,7,7,6,1,5,1,1,1,1,1,1,1,0,0,104.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,4,1,1,1,1,1,1,1,3,0,1,1,1,1,1,0,0,1,-1,0,0,0,0,-1,1,1,0,0,1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,2,1,1,1,37,NA,41,0,NA,2,1,NA,3,5,5,4,1,2,1,3,1,1,895412,104.294,5.8,5,2.2,1.6,2.4,1.6,2.4,1.2,5.833333333333333,5.833333333333333,6.5,6.055555555555555,2.3333333333333335,2.4444444444444446,0,0,0,0,0,1,0.8,0.3333333333333333,0.5714285714285714,0.5517241379310345,BLM,Independent,Independent
2020-06-24T12:44:04Z,2020-06-24T13:02:13Z,100,1089,1,2020-06-24T13:02:14Z,3,5,5,6,4,5,4,6,5,5,5,6,5,3,5,5,5,3,4,5,5,4,6,4,5,5,4,5,6,6,6,3,5,4,5,5,6,5,4,6,3,5,4,5,6,5,5,6,6,5,5,4,4,3,5,5,5,6,4,3,3,3,4,3,3,4,4,62.353,62.353,157.936,1,1,2,3,2,2,1,2,2,2,1,1,3,1,3,2,3,2,2,1,2,2,0,0,4,3,4,3,4,3,3,4,4,3,85,3,2,3,4,4,1,1,0,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,0,1,0,1,-1,0,-1,1,1,1,-1,1,3,4,4,2,4,7,NA,41,1,NA,4,2,NA,3,6,5,4,3,4,3,3,1,1,863043,157.936,5,4.2,4,3.6,4,4,3,3.6,5,4.833333333333333,4.666666666666667,4.833333333333333,3,3.111111111111111,2,1.8666666666666667,1.75,2,1.8571428571428572,3.2,0,0.16666666666666666,0,0.06896551724137931,BLM,Republican,Republican
2020-06-24T12:51:22Z,2020-06-24T13:02:27Z,100,664,1,2020-06-24T13:02:28Z,3,4,4,5,3,3,5,5,5,3,3,4,5,5,4,4,4,3,4,5,4,5,2,3,4,5,3,2,3,5,3,3,2,3,3,5,3,5,5,5,3,5,5,5,5,5,3,4,4,3,4,4,3,5,5,5,5,5,2,2,1,1,2,2,1,1,1,7.602,7.602,104.004,1,1,1,1,1,1,0,0,0,2,1,1,1,2,1,1,2,0,0,1,0,0,0,0,2,2,1,1,2,2,1,1,1,2,-5,1,1,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,0,0,0,3,3,2,2,2,7,NA,28,2,NA,2,2,NA,3,7,5,2,1,2,1,3,1,1,514910,104.004,4.6,5,4.6,3.6,3.6,2.8,4.8,3,5,4,5,4.666666666666667,2.7777777777777777,2.7777777777777777,0.75,0.9333333333333333,0.25,1,1.2857142857142858,1.2,-0.7,0.16666666666666666,-0.2857142857142857,-0.2413793103448276,BLM,Democrat,Democrat
2020-06-24T12:54:30Z,2020-06-24T13:02:32Z,100,482,1,2020-06-24T13:02:33Z,1,4,7,7,1,1,5,6,6,1,2,4,6,6,2,4,4,4,3,4,4,4,3,3,2,1,4,6,7,2,2,7,2,1,1,5,2,5,5,5,2,6,6,6,6,6,3,5,4,5,4,4,2,6,6,6,6,6,2,4,1,1,4,1,1,1,1,1.117,12.358,103.591,5,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,2,4,1,1,5,1,5,1,5,1,100,1,1,4,1,4,-1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,3,3,3,4,3,2,NA,33,2,NA,2,2,NA,3,4,4,1,1,1,1,3,1,1,121362,103.591,6.4,6.2,5.6,3.8,4,6,6.6,2.8,6,4.5,6,5.5,2.2222222222222223,1.2222222222222223,0,0.7333333333333333,0,1,1,2.2,0,-0.16666666666666666,0.7142857142857143,0.10344827586206896,BLM,Democrat,Democrat
2020-06-24T12:43:41Z,2020-06-24T13:03:03Z,100,1161,1,2020-06-24T13:03:03Z,4,1,4,4,1,1,7,7,7,1,4,1,7,1,1,1,1,7,4,1,4,4,1,4,5,4,4,7,5,1,4,7,4,1,7,7,1,7,7,7,3,5,4,5,5,4,4,1,1,1,4,1,1,5,5,5,5,4,2,5,1,1,1,1,1,1,1,4.706,136.918,137.843,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,1,1,4,1,1,1,1,5,25,1,1,5,1,2,0,-1,1,-1,1,-1,1,0,1,1,0,-1,0,1,0,0,-1,0,-1,1,1,-1,-1,0,1,1,-1,-1,1,2,5,3,5,1,7,NA,55,1,NA,4,1,NA,3,11,5,1,1,1,1,3,1,1,250442,137.843,4,7,4,5.2,3.2,5.4,4.6,1,4.666666666666667,2,5.166666666666667,3.9444444444444446,2.4444444444444446,2.111111111111111,0,0,0,0,0,2,0.1,0.3333333333333333,0.5714285714285714,0.3103448275862069,BLM,Republican,Republican
2020-06-24T12:42:45Z,2020-06-24T13:03:03Z,100,1217,1,2020-06-24T13:03:04Z,1,7,5,7,1,1,7,7,6,1,3,7,6,5,1,3,7,4,4,2,1,7,6,7,1,2,5,4,6,2,1,7,1,1,1,1,7,2,1,1,6,3,3,4,3,4,7,2,1,1,4,3,6,2,3,2,2,1,5,1,1,5,1,1,1,4,1,1.513,11.201,102.937,2,3,1,3,2,2,0,0,0,3,1,2,3,3,2,2,3,0,0,1,0,0,0,3,5,1,3,5,1,1,1,4,1,4,-95,2,2,5,5,5,-1,1,0,1,-1,-1,1,0,1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,0,-1,1,-1,1,3,1,2,1,1,NA,26,2,NA,2,1,NA,3,4,3,3,4,1,1,3,1,1,187819,102.937,6.6,6.8,6,5.2,6.8,5.4,7,6.8,3.1666666666666665,2,2,2.388888888888889,4,4.222222222222222,1,1.8,0.5,2.25,2.2857142857142856,3.8,-1,-0.8333333333333334,-0.7142857142857143,-0.8620689655172413,BLM,Democrat,Democrat
2020-06-24T12:52:04Z,2020-06-24T13:03:21Z,100,676,1,2020-06-24T13:03:21Z,1,7,7,7,1,1,7,7,7,1,1,7,7,4,1,4,7,4,4,4,3,6,1,4,1,7,2,1,2,7,1,7,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,4,5,1,1,4,1,2,1,5,1,94.514,104.377,105.612,2,3,3,3,3,1,2,2,2,3,3,3,3,3,3,3,2,0,0,0,0,2,0,3,5,1,4,4,1,2,1,5,1,4,-25,1,1,5,4,1,-1,1,-1,1,-1,-1,1,1,1,1,0,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,2,1,1,3,7,NA,65,2,NA,4,1,NA,3,2,2,1,1,1,1,3,1,1,904694,105.612,7,7,6.4,4.6,4.6,1.4,7,4,4,1.5,4,3.1666666666666665,4.111111111111111,4.444444444444445,0.5,2.6666666666666665,1.75,3,3,2.4,-1,-0.4166666666666667,-1,-0.7586206896551724,BLM,Democrat,Democrat
2020-06-24T12:55:04Z,2020-06-24T13:03:52Z,100,528,1,2020-06-24T13:03:52Z,1,7,6,7,1,1,7,6,7,1,1,7,6,7,1,1,7,6,7,1,1,7,7,7,1,6,2,2,2,6,1,7,1,1,1,3,5,3,3,3,4,3,3,3,3,4,6,1,1,1,1,1,5,2,2,2,2,2,5,1,1,3,1,1,1,3,1,0,0,103.71,0,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,0,1,0,1,0,2,5,1,3,3,1,3,1,3,1,3,-50,1,2,5,3,5,-1,1,0,0,-1,-1,1,1,1,-1,1,-1,0,0,-1,1,1,0,1,-1,-1,1,1,1,1,-1,-1,1,0,1,2,1,2,3,7,NA,32,2,NA,2,2,NA,3,7,6,5,5,1,1,3,1,1,873113,103.71,6.8,6.8,6.8,6.8,7,2,7,5,3.3333333333333335,1.1666666666666667,2.1666666666666665,2.2222222222222223,3.6666666666666665,4.111111111111111,1,1.7333333333333334,1,2,2,3.2,-0.8,-0.8333333333333334,-0.7142857142857143,-0.7931034482758621,BLM,Democrat,Democrat
2020-06-24T12:46:50Z,2020-06-24T13:03:56Z,100,1025,1,2020-06-24T13:03:56Z,1,7,7,7,1,1,7,7,7,1,1,7,7,5,1,3,6,5,2,4,1,7,7,7,1,6,2,1,2,7,2,7,2,2,2,5,3,5,5,5,2,5,5,4,5,4,4,2,2,2,3,2,3,5,5,4,5,5,4,2,1,3,1,2,1,3,1,0,0,104.991,0,3,1,2,3,2,3,1,2,2,2,1,2,1,1,2,1,0,0,1,0,0,0,1,4,2,2,4,4,3,1,3,1,3,-25,1,1,5,4,4,-1,1,0,0,0,-1,1,1,1,-1,1,-1,0,0,0,0,0,1,-1,-1,-1,1,1,1,1,1,-1,0,0,2,3,5,2,2,2,NA,33,2,NA,4,2,NA,3,6,7,2,2,1,1,3,1,1,838831,104.991,7,7,6.6,4.4,7,1.6,6.2,3,4.833333333333333,2.5,4.833333333333333,4.055555555555555,3.5555555555555554,3.5555555555555554,0.5,1.8666666666666667,2,2.25,1.5714285714285714,3,-0.8,-0.3333333333333333,-0.42857142857142855,-0.5172413793103449,BLM,Democrat,Democrat
2020-06-24T12:55:14Z,2020-06-24T13:04:06Z,100,532,1,2020-06-24T13:04:07Z,5,5,6,5,4,4,4,4,4,3,4,5,4,4,4,4,6,5,6,2,5,5,5,3,4,5,4,2,5,4,6,2,5,5,6,6,5,5,6,5,5,5,4,5,5,4,2,2,2,2,2,1,5,4,4,3,3,3,1,5,1,1,1,1,1,1,2,116.498,116.498,116.947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,4,1,1,1,1,1,1,2,1,65,1,1,3,1,1,-1,1,1,-1,1,-1,1,-1,1,0,-1,-1,1,0,1,-1,-1,0,1,-1,-1,1,-1,1,-1,1,1,0,1,4,5,1,2,3,7,NA,45,1,NA,2,1,NA,3,1,4,1,1,1,1,3,1,1,215091,116.947,4.6,4.2,4.2,5.4,4,3.6,2.4,3,4.333333333333333,2.5,3.3333333333333335,3.388888888888889,2.2222222222222223,2.3333333333333335,0,0,0,0,0,1.4,0,0.08333333333333333,0.2857142857142857,0.10344827586206896,BLM,Republican,Republican
2020-06-24T12:33:41Z,2020-06-24T13:04:17Z,100,1835,1,2020-06-24T13:04:17Z,1,5,5,7,1,3,5,3,5,1,1,5,5,4,1,5,5,1,2,2,1,7,6,5,1,7,2,1,1,7,2,7,2,2,2,5,1,5,5,5,2,6,6,5,6,6,5,2,2,2,3,3,2,5,5,4,5,5,5,1,1,1,1,1,1,1,1,17.863,17.863,104.023,1,1,1,2,1,0,2,2,1,2,3,3,2,3,3,3,0,0,0,0,0,0,0,0,5,1,1,1,1,2,1,1,1,4,0,2,2,5,4,5,0,1,-1,1,1,-1,1,1,1,0,1,-1,1,1,-1,1,-1,1,0,-1,-1,1,1,1,1,0,-1,0,0,5,4,5,1,1,7,NA,48,0,NA,4,2,NA,3,5,4,1,1,1,1,3,1,1,347654,104.023,6.2,5,5.6,3.4,6.4,1.2,6.2,2.6,5.833333333333333,2.5,5,4.444444444444445,3.2222222222222223,3.3333333333333335,0,1.9333333333333333,1.25,1.25,2.7142857142857144,3.6,-0.8,-0.3333333333333333,-0.42857142857142855,-0.5172413793103449,BLM,Independent,Independent
2020-06-24T12:49:23Z,2020-06-24T13:04:24Z,100,900,1,2020-06-24T13:04:25Z,1,6,6,6,1,2,6,5,6,3,1,7,7,7,1,6,4,2,2,6,2,7,4,5,3,6,2,1,2,7,6,3,6,2,5,6,2,6,6,6,2,6,6,6,6,6,2,5,5,5,5,5,2,6,6,6,6,6,4,1,1,1,4,1,1,1,1,7.58,9.498,106.495,2,2,2,2,1,2,3,3,0,3,3,3,3,3,3,3,2,2,0,2,0,0,0,0,4,1,3,3,4,2,1,3,1,4,0,1,1,5,1,4,-1,1,1,1,1,-1,1,1,1,1,1,-1,0,1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,0,1,-1,2,2,1,1,4,7,NA,68,2,NA,2,1,NA,3,4,2,1,1,4,1,3,1,1,177921,106.495,6.4,5.6,7,2.4,5.4,1.6,3.2,2,6,5.166666666666667,6,5.722222222222222,2.7777777777777777,3.5555555555555554,1.5,2.4,2,1.75,3,2.4,-0.2,-0.25,-0.42857142857142855,-0.27586206896551724,BLM,Democrat,Democrat
2020-06-24T12:54:28Z,2020-06-24T13:04:35Z,100,607,1,2020-06-24T13:04:36Z,1,7,6,7,1,1,7,6,7,1,1,7,5,5,1,1,7,6,7,1,1,7,6,7,1,4,1,1,4,3,1,7,1,1,1,2,4,2,2,1,6,2,2,2,2,4,7,1,1,1,1,1,7,1,1,1,1,1,5,1,1,4,1,2,1,1,1,3.894,7.277,106.28,2,2,0,1,2,1,1,0,0,1,2,2,1,2,2,1,0,0,0,0,0,2,0,3,5,1,2,3,1,2,1,1,1,1,-100,4,4,5,5,5,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,2,4,4,3,1,57,NA,52,5,socialist,1,1,NA,3,2,5,2,2,1,1,3,1,1,762968,106.28,6.8,6.8,6.2,6.8,6.8,3,7,5.8,2.3333333333333335,1,1,1.4444444444444444,3.6666666666666665,3.6666666666666665,0,1.2,0.5,1.25,1.5714285714285714,4.6,-1,-1,-1,-1,BLM,Other,NA
