start_date,end_date,progress,duration_in_seconds,finished,recorded_date,iraq_fair_r,iraq_wealthy_privilege,iraq_angry,iraq_corrupt,iraq_happy_r,bailouts_fair_r,bailouts_wealthy_privilege,bailouts_angry,bailouts_corrupt,bailouts_happy_r,offshore_fair_r,offshore_wealthy_privilege,offshore_angry,offshore_corrupt,offshore_happy_r,covid_19_relief_fair_r,covid_19_relief_wealthy_privilege,covid_19_relief_angry,covid_19_relief_corrupt,covid_19_relief_happy_r,large_corps_fair_r,large_corps_wealthy_privilege,large_corps_angry,large_corps_corrupt,large_corps_happy_r,charity_fair_r,charity_wealthy_privilege,charity_angry,charity_corrupt,charity_happy_r,gov_response_overall_safe_r,gov_response_overall_suffering,gov_response_overall_concern_r,gov_response_overall_protect_jobs_r,gov_response_overall_generous_r,community_response_safe_r,community_response_suffering,community_response_concern_r,community_response_help_those_in_need_r,community_response_generous_r,idealism_community_dishonest_r,idealism_community_considerate,idealism_community_good,idealism_community_positive,idealism_community_right,idealism_community_included,idealism_elites_dishonest_r,idealism_elites_considerate,idealism_elites_good,idealism_elites_positive,idealism_elites_right,idealism_elites_included,idealism_police_dishonest_r,idealism_police_considerate,idealism_police_good,idealism_police_positive,idealism_police_right,idealism_police_included,pre_video_sympathy_blm,pre_video_anger_blm_r,pre_video_participate_blm_protests,pre_video_wish_participated,pre_video_wish_blue_r,pre_video_donations_support_blm,pre_video_donations_oppose_blm_r,pre_video_social_media_support_blm,pre_video_social_media_criticize_blm_r,q_104_first_click,q_104_last_click,q_104_page_submit,q_104_click_count,elevation_want_to_help,elevation_feel_close,elevation_better_person,elevation_find_ways_to_help,elevation_warmth,elevation_lump,elevation_tears,elevation_goosebumps,elevation_uplifted,elevation_moved,elevation_touched,elevation_inspired,elevation_compassion,elevation_admiration,elevation_heartwarming,positive_affect_happy,positive_affect_entertained,positive_affect_amused,positive_affect_delighted,afraid_of_protestors,afraid_of_police,angry_at_protestors,angry_at_police,post_video_sympathy_blm,post_video_anger_blm_r,post_video_plan_to_participate_blm_protests,post_video_wish_participate,post_video_wish_blue_r,post_video_donations_support_blm,post_video_donations_oppose_blm_r,post_video_social_media_support_blm,post_video_social_media_criticize_blm_r,effectiveness_of_blm_post,police_funding,tactic_looting,tactic_burn_stations,tactic_loud_chants,tactic_block_traffic,tactic_gathering,ii_m_bombcities,ii_r_e_welfare,ii_e_taxcuts,ii_r_m_guncontrol,ii_m_militaryspending,ii_m_warantlesssearch,ii_r_e_pollutioncontrol,ii_r_e_foreignaid,ii_r_s_womenequality,ii_m_obedience,ii_r_m_enemycompromise,ii_m_nukes,ii_m_drones,ii_s_charterschools,ii_s_prayer,ii_r_m_pacifism,ii_r_e_socialism,ii_r_s_porn,ii_r_m_immigration,ii_s_deathpenalty,ii_m_waterboard,ii_r_s_premaritalsex,ii_r_s_gaymarriage,ii_r_s_abortion,ii_r_s_evolution,ii_m_patriotism,ii_s_bibletruth,ii_r_e_globalization,ii_e_smallgovernment,covid_experience_bored,covid_experience_frustrated,covid_experience_lonely,covid_experience_angry,covid_experience_happy_r,race_ethnicity_origin,race_ethnicity_origin_text,age,pol_parties,pol_parties_text,community_description,gender,gender_text,catch_sky_color,income,education,direct_connection_bl,direct_connection_ra,direct_connection_po,direct_connection_el,catch_distractions,catch_video_stream,catch_honesty,random_id,vid_time,bad_policy_iraq,bad_policy_bailouts,bad_policy_offshore,bad_policy_covid19_relief,bad_policy_corps,bad_policy_charity,bad_policy_gov,bad_policy_community,idealism_community,idealism_elites,idealism_police,idealism_all,blm_support_t1,blm_support_t2,positive_affect,elevation,somatic,prosocial_motives,folk_affect,tactics,conservativism_social,conservativism_military,conservativism_economic,conservativism_overall,condition,parties,major_parties
2020-06-24T12:30:35Z,2020-06-24T12:43:25Z,100,770,1,2020-06-24T12:43:26Z,2,4,2,4,2,2,5,5,5,2,2,5,5,5,2,5,3,3,3,5,3,6,6,6,2,6,2,2,2,6,4,3,4,4,4,2,4,2,3,2,3,5,5,5,5,5,2,5,5,5,5,5,2,4,4,4,4,4,3,4,2,2,3,3,3,3,3,9.968,10.954,104.602,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,4,2,3,-19,1,1,3,3,1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,2,4,2,2,4,7,NA,28,2,NA,2,1,NA,3,2,3,4,4,3,3,3,1,1,351695,104.602,4.4,5.4,5.4,3,5.8,2,3.8,5.4,5,5.166666666666667,4.333333333333333,4.833333333333333,2.6666666666666665,3.5555555555555554,1,1.7333333333333334,1,2,2,1.8,-0.8,-0.5,-0.14285714285714285,-0.5172413793103449,BLM,Democrat,Democrat
2020-06-24T12:29:34Z,2020-06-24T12:43:25Z,100,831,1,2020-06-24T12:43:26Z,1,7,7,7,1,1,5,5,6,1,1,7,7,7,1,3,6,1,4,4,2,6,6,6,2,5,3,3,3,5,1,6,1,1,1,6,6,7,7,6,5,5,5,6,5,5,4,6,2,5,1,5,4,3,1,4,3,3,5,1,2,4,1,4,3,3,1,3.187,94.353,103.809,7,2,2,2,3,1,1,2,2,2,2,3,3,3,3,2,1,1,1,2,0,1,0,2,4,1,2,3,1,3,3,3,1,4,-33,2,1,5,5,5,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,0,1,1,1,0,-1,-1,1,1,-1,1,1,-1,1,-1,4,4,3,2,1,3,NA,31,2,NA,2,2,NA,3,2,5,4,4,1,1,3,1,1,167080,103.809,7,6,7,4,6,3,6.8,2.4,4.833333333333333,3.8333333333333335,3,3.888888888888889,4,3.6666666666666665,1.25,2.2,1.5,2.25,2.5714285714285716,3.6,-0.5,-0.5833333333333334,-0.7142857142857143,-0.5862068965517241,BLM,Democrat,Democrat
2020-06-24T12:31:03Z,2020-06-24T12:43:30Z,100,747,1,2020-06-24T12:43:30Z,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,4,6,4,7,1,1,7,1,1,1,3,6,3,3,2,4,2,3,2,3,2,7,1,1,1,1,1,7,1,1,1,1,1,5,1,2,5,1,2,1,5,1,5.89,5.89,103.386,1,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,0,1,1,3,0,1,0,3,5,1,4,5,1,4,1,5,1,4,-100,1,1,5,5,5,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,2,2,1,2,1,7,NA,27,0,NA,4,2,NA,3,4,3,3,4,1,1,3,1,1,930184,103.386,7,7,7,7,7,5.6,7,5.4,2.6666666666666665,1,1,1.5555555555555556,4.333333333333333,4.777777777777778,1.25,2.466666666666667,1,3,3,3.4,-0.9,-1,-1,-0.9655172413793104,BLM,Independent,Independent
2020-06-24T12:25:47Z,2020-06-24T12:43:44Z,100,1077,1,2020-06-24T12:43:45Z,1,7,7,7,1,3,6,2,3,2,3,7,6,5,1,1,7,7,4,1,2,7,6,6,1,6,2,1,2,6,1,7,1,2,1,4,4,4,4,4,2,5,5,5,5,5,4,3,3,3,3,3,4,5,5,5,5,5,5,1,1,5,1,3,1,5,1,0,0,105.801,0,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,5,1,1,5,1,3,1,5,1,3,-40,1,1,5,4,4,0,1,0,1,0,-1,1,1,1,0,1,-1,0,0,-1,1,0,-1,1,-1,-1,1,1,1,0,0,0,0,0,2,2,1,2,1,7,NA,64,2,NA,2,1,NA,3,9,4,2,2,1,1,3,1,1,838503,105.801,7,4.4,6,6.4,6.4,1.8,6.8,4,5.166666666666667,3.1666666666666665,4.833333333333333,4.388888888888889,4.333333333333333,4.333333333333333,3,2.7333333333333334,2,3,3,3,-0.5,-0.5833333333333334,-0.42857142857142855,-0.5172413793103449,BLM,Democrat,Democrat
2020-06-24T12:25:58Z,2020-06-24T12:43:49Z,100,1070,1,2020-06-24T12:43:49Z,6,3,6,6,2,5,7,6,5,2,6,5,6,5,3,5,5,1,2,6,6,6,3,5,7,6,5,1,5,6,6,4,6,6,5,6,5,7,5,6,2,6,7,5,5,6,4,6,5,6,5,6,1,6,6,5,6,7,4,3,4,5,4,4,1,4,4,15.373,15.373,107.8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,2,2,3,0,0,3,5,1,4,4,5,5,1,4,4,4,-34,4,1,4,3,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,0,-1,-1,-1,1,0,1,1,1,3,5,4,2,2,4,NA,50,1,NA,2,1,NA,3,3,5,4,4,5,4,3,1,1,455245,107.8,4.6,5.4,4.6,2.6,3.4,3,2.6,2.6,5.833333333333333,5.333333333333333,6.166666666666667,5.777777777777778,3.6666666666666665,3.888888888888889,1.25,3,3,3,3,2.6,0.4,0,-0.42857142857142855,0.034482758620689655,BLM,Republican,Republican
2020-06-24T12:25:38Z,2020-06-24T12:43:53Z,100,1094,1,2020-06-24T12:43:54Z,1,7,7,7,1,1,7,7,7,7,1,6,5,5,1,1,7,4,5,3,1,7,7,7,1,4,1,4,4,4,1,7,1,3,1,5,1,5,5,5,2,5,5,5,5,4,3,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1,1,5.092,5.092,104.793,1,3,3,0,2,3,0,0,2,3,3,3,3,3,2,3,3,0,0,2,0,0,0,0,4,1,1,5,1,1,1,2,1,5,-80,1,1,5,5,5,-1,1,-1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,0,1,1,1,0,-1,1,1,1,1,0,-1,1,-1,5,5,5,3,1,7,NA,40,2,NA,2,1,NA,3,7,6,5,5,1,1,3,1,1,219935,104.793,7,5.8,6,5.6,7,3.4,6.6,2.6,5,1.6666666666666667,1.5,2.7222222222222223,3.4444444444444446,3.6666666666666665,1.25,2.2,1.25,2,2.857142857142857,3.4,-0.9,-0.75,-1,-0.8620689655172413,BLM,Democrat,Democrat
2020-06-24T12:30:55Z,2020-06-24T12:44:00Z,100,785,1,2020-06-24T12:44:01Z,4,4,3,4,2,4,5,3,4,3,5,3,3,5,4,3,2,4,3,4,6,5,5,4,6,2,3,2,1,3,5,3,4,5,5,5,2,4,3,5,2,2,2,4,2,5,5,3,4,2,4,2,3,3,3,4,4,4,3,3,4,2,3,3,3,3,4,7.836,109.179,113.205,5,1,2,1,2,3,2,2,2,3,3,2,2,3,2,3,3,3,2,2,3,2,2,2,2,3,3,3,4,3,3,3,4,4,-45,1,1,4,2,3,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,7,NA,33,2,NA,2,2,NA,3,3,4,4,3,4,5,3,1,1,929896,113.205,4.2,4.2,3.6,3.6,3.6,3.4,3.2,3.4,3.5,3,3.8333333333333335,3.4444444444444446,2.888888888888889,2.6666666666666665,2.5,2.2,2.25,1.5,2.5714285714285716,2.2,-0.4,-0.16666666666666666,-0.42857142857142855,-0.3103448275862069,BLM,Democrat,Democrat
2020-06-24T12:34:11Z,2020-06-24T12:44:17Z,100,605,1,2020-06-24T12:44:17Z,2,4,4,6,4,3,6,5,6,2,1,7,6,6,2,4,5,1,4,4,1,6,4,5,1,5,3,2,2,5,5,5,4,4,2,6,1,6,6,6,1,6,6,6,6,6,1,5,5,5,5,5,1,5,6,5,6,6,5,2,1,1,1,1,1,1,1,7.45,10.553,109.424,5,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,1,2,0,0,0,1,4,1,1,1,1,1,1,1,1,5,-35,1,1,5,1,1,-1,1,1,1,-1,0,1,1,1,0,1,-1,-1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,2,2,2,1,3,7,NA,28,2,NA,1,2,NA,3,6,5,1,1,2,1,3,1,1,388249,109.424,4.8,5.6,6.4,3.6,5.8,2.6,4.4,1.8,6.166666666666667,5.333333333333333,5.833333333333333,5.777777777777778,3.111111111111111,3.111111111111111,1.25,1.4666666666666666,0,2,2,1.8,-0.7,-0.6666666666666666,-0.42857142857142855,-0.6206896551724138,BLM,Democrat,Democrat
2020-06-24T12:29:02Z,2020-06-24T12:44:18Z,100,916,1,2020-06-24T12:44:18Z,2,6,7,6,1,3,7,4,4,2,2,7,6,7,2,2,7,5,3,3,3,6,4,4,4,4,2,1,2,6,2,7,2,2,2,6,4,5,5,4,3,4,5,4,5,5,4,4,4,3,4,1,6,3,4,3,4,4,4,1,1,3,1,1,1,2,1,0,0,108.143,0,2,1,3,2,2,0,0,3,2,2,2,2,3,3,2,1,0,0,1,0,0,0,3,4,1,1,3,1,2,1,2,1,2,-25,3,2,5,2,3,1,1,1,1,1,-1,1,1,1,0,-1,-1,1,0,1,1,-1,-1,1,1,0,1,1,1,0,1,1,1,0,2,4,3,3,2,7,NA,24,2,NA,2,2,NA,3,6,5,3,2,1,1,3,1,1,122630,108.143,6.4,5.2,6.4,5.2,4.6,2.2,6.2,3.2,4.666666666666667,3.3333333333333335,3.3333333333333335,3.7777777777777777,3.4444444444444446,3.5555555555555554,0.5,1.9333333333333333,1.25,2,2.2857142857142856,3,0,0,-0.2857142857142857,-0.06896551724137931,BLM,Democrat,Democrat
2020-06-24T12:34:54Z,2020-06-24T12:44:36Z,100,581,1,2020-06-24T12:44:36Z,6,6,6,7,5,4,5,6,5,5,6,7,5,6,6,4,5,4,5,4,5,6,4,5,5,5,6,5,6,7,6,3,5,6,5,6,4,5,5,6,2,5,5,6,5,5,4,5,5,5,6,5,4,5,5,6,4,5,4,1,4,4,4,4,3,4,4,0,0,99.49,0,1,3,1,1,1,1,1,1,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,4,1,2,3,2,4,4,5,4,4,51,2,2,2,2,2,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,1,1,1,1,4,7,NA,33,2,NA,4,2,NA,3,6,5,4,3,4,5,3,1,1,899521,99.49,4.8,4.6,4.4,4.4,4.2,4.2,2.6,2.8,5.333333333333333,5,4.833333333333333,5.055555555555555,3.5555555555555554,3.4444444444444446,0,1.4666666666666666,1,1.5,1.7142857142857142,2,-0.3,-0.16666666666666666,-0.5714285714285714,-0.3103448275862069,BLM,Democrat,Democrat
2020-06-24T12:37:21Z,2020-06-24T12:44:36Z,100,435,1,2020-06-24T12:44:37Z,2,5,6,6,1,2,6,5,5,1,3,6,2,2,3,3,7,5,5,2,3,6,3,5,2,6,3,1,2,7,6,2,4,4,3,5,3,5,5,5,2,6,7,6,6,6,3,4,3,4,3,4,2,5,6,5,6,6,4,2,1,1,1,1,1,1,1,7.882,7.882,102.685,1,3,3,3,2,1,2,1,2,3,2,3,2,3,2,3,1,1,0,1,0,1,0,2,4,1,1,1,1,1,1,2,1,2,-25,1,1,5,2,4,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,0,1,0,-1,0,-1,-1,-1,1,-1,1,1,1,1,-1,3,3,2,1,3,7,NA,42,1,NA,4,2,NA,3,11,5,3,4,4,2,3,1,1,988115,102.685,6,5.8,4,5.6,5,1.8,3.4,3,6.166666666666667,3.8333333333333335,5.666666666666667,5.222222222222222,3,3.2222222222222223,0.75,2.3333333333333335,1.5,2.75,2.5714285714285716,2.6,-0.1,-0.5833333333333334,-0.8571428571428571,-0.4827586206896552,BLM,Republican,Republican
2020-06-24T12:33:42Z,2020-06-24T12:44:38Z,100,655,1,2020-06-24T12:44:38Z,1,7,1,7,1,1,7,3,7,1,1,7,1,4,1,4,7,1,4,4,3,7,1,5,2,1,7,2,7,1,1,7,1,1,1,4,1,7,7,7,1,7,7,4,7,7,7,1,1,1,1,1,4,4,4,4,4,4,1,4,1,1,1,1,1,1,2,0,0,103.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3,1,1,1,1,1,1,2,3,0,1,1,4,1,5,-1,1,1,-1,-1,-1,1,-1,1,-1,0,-1,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,1,0,0,-1,-1,1,3,3,1,4,1,7,NA,58,4,NA,1,1,NA,3,6,5,1,1,1,1,3,1,1,871693,103.749,5.8,6.2,5.2,4,4.8,6,7,1.6,6.5,1,4,3.8333333333333335,2.3333333333333335,2.4444444444444446,0.75,0,0,0,0,2.4,-0.6,-0.4166666666666667,0.42857142857142855,-0.27586206896551724,BLM,Libertarian,NA
2020-06-24T12:30:12Z,2020-06-24T12:44:41Z,100,868,1,2020-06-24T12:44:41Z,2,6,6,7,1,1,6,7,7,1,1,7,6,7,1,2,6,5,5,4,1,6,5,6,2,6,2,1,2,6,2,6,3,3,1,6,2,5,5,5,3,5,5,5,5,6,5,2,2,2,3,4,3,5,5,4,5,5,5,1,1,2,1,1,1,2,1,5.176,105.934,111.899,2,3,3,3,3,2,2,2,3,2,3,3,3,3,2,2,1,0,0,1,0,0,0,2,5,1,3,4,1,3,1,4,1,4,-10,1,1,4,2,3,-1,1,1,1,1,-1,1,0,1,1,1,-1,0,0,-1,0,0,0,1,1,-1,1,1,1,1,1,-1,0,-1,4,3,3,2,2,7,NA,37,2,NA,4,1,NA,3,4,5,2,3,1,1,3,1,1,807377,111.899,6.4,6.8,6.8,5.2,6,1.8,5.8,2.6,5.166666666666667,2.6666666666666665,4.833333333333333,4.222222222222222,3.4444444444444446,4.333333333333333,0.5,2.6,2.25,3,2.5714285714285716,2.2,-0.6,-0.3333333333333333,-0.2857142857142857,-0.41379310344827586,BLM,Democrat,Democrat
2020-06-24T12:25:39Z,2020-06-24T12:44:44Z,100,1145,1,2020-06-24T12:44:45Z,1,7,7,7,1,1,5,4,5,4,2,5,4,4,4,4,3,3,4,3,2,6,5,5,5,3,4,5,4,3,3,2,2,3,2,2,3,3,2,2,6,2,2,3,2,3,6,1,1,1,1,3,5,2,2,2,2,2,4,2,1,4,1,1,1,2,2,2.057,2.057,105.552,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,3,4,1,1,1,1,1,1,1,1,2,-15,1,1,5,1,2,-1,1,0,1,-1,-1,1,0,1,0,-1,-1,-1,0,1,-1,-1,0,0,-1,0,-1,-1,-1,1,-1,1,0,0,4,3,2,2,3,3,NA,25,5,none,2,1,NA,3,8,5,5,5,3,2,3,1,1,576348,105.552,7,5,4.6,3.8,5,4.6,4.8,5.2,2.3333333333333335,1.5,2.1666666666666665,2,3.3333333333333335,3.111111111111111,0.5,0.6,0,1,0.7142857142857143,2,0.2,-0.4166666666666667,-0.14285714285714285,-0.13793103448275862,BLM,Other,NA
2020-06-24T12:26:40Z,2020-06-24T12:44:52Z,100,1092,1,2020-06-24T12:44:53Z,5,1,2,2,5,6,5,2,2,4,5,5,2,3,5,5,1,1,4,5,3,5,4,5,4,5,4,2,2,1,3,6,2,2,3,4,2,4,3,3,2,5,5,5,5,5,4,4,5,5,4,5,2,6,6,6,5,6,4,1,1,2,1,1,1,2,1,4.912,8.128,103.929,3,2,2,2,2,2,2,3,2,2,3,3,3,2,3,3,0,0,0,1,0,3,0,2,4,1,2,3,3,3,1,3,1,4,-50,1,1,5,1,5,-1,1,1,1,-1,-1,1,1,1,0,1,-1,1,1,1,-1,1,0,-1,-1,-1,1,1,0,1,0,0,1,0,1,1,1,1,4,2,NA,31,2,NA,2,1,NA,3,7,7,4,5,2,1,3,1,1,650840,103.929,2.2,3,3.2,2.4,4.6,3.6,5.6,4,5.166666666666667,4.5,5.833333333333333,5.166666666666667,3.3333333333333335,3.6666666666666665,0.25,2.4,2.25,2,2.7142857142857144,2.6,-0.3,-0.3333333333333333,-0.5714285714285714,-0.3793103448275862,BLM,Democrat,Democrat
2020-06-24T12:26:37Z,2020-06-24T12:44:53Z,100,1095,1,2020-06-24T12:44:54Z,4,3,2,2,4,2,6,5,5,2,1,6,5,5,2,5,3,2,3,6,3,6,4,4,3,6,2,2,3,5,6,3,6,5,5,6,2,5,5,5,3,5,5,4,5,6,5,4,3,3,3,4,2,6,6,5,6,6,1,4,1,1,4,1,1,1,1,7.185,43.745,105.493,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,4,1,1,4,1,2,1,2,3,100,1,1,4,1,1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,1,2,3,1,2,2,7,NA,54,1,NA,1,2,NA,3,8,5,1,1,2,1,3,1,1,135117,105.493,3,5.6,5.8,2.6,4.8,2.4,2.6,2.6,5,3.3333333333333335,5.833333333333333,4.722222222222222,2.111111111111111,1.8888888888888888,0,0,0,0,0,1.6,0.1,0.8333333333333334,0.7142857142857143,0.5517241379310345,BLM,Republican,Republican
2020-06-24T12:26:27Z,2020-06-24T12:44:53Z,100,1106,1,2020-06-24T12:44:54Z,4,4,3,3,1,2,5,3,4,2,4,5,3,2,3,4,5,3,4,4,4,5,2,3,4,6,2,1,2,5,4,4,4,4,3,5,2,6,6,5,3,5,5,4,5,4,2,4,4,4,4,3,1,5,6,5,5,5,4,1,1,1,1,1,1,1,1,0,0,114.442,0,2,2,2,2,0,0,0,0,1,2,2,2,2,1,2,1,0,0,1,0,0,0,0,4,1,1,3,1,1,1,1,1,4,0,1,1,5,3,4,0,1,1,0,1,-1,1,1,1,1,0,-1,0,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,1,0,1,2,3,1,2,4,3,NA,40,0,NA,2,1,NA,3,4,5,1,5,1,2,3,1,1,615251,114.442,4.2,4.8,3.8,4,3.6,2,4.2,2.4,4.666666666666667,4.166666666666667,5.5,4.777777777777778,3.111111111111111,3.3333333333333335,0.5,1.3333333333333333,0,2,1.7142857142857142,2.8,0.7,0.25,0,0.3448275862068966,BLM,Independent,Independent
2020-06-24T12:35:49Z,2020-06-24T12:44:54Z,100,545,1,2020-06-24T12:44:55Z,4,4,4,4,4,4,5,4,4,3,2,6,5,5,2,4,5,2,4,5,3,5,4,4,4,7,1,1,1,7,4,5,3,4,3,6,4,5,4,4,2,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,5.331,93.265,106.007,4,2,2,2,2,1,1,0,1,2,2,2,2,2,2,2,1,0,0,1,0,1,0,2,4,1,1,2,1,1,1,1,1,3,-25,1,1,5,4,5,0,1,0,1,0,-1,1,1,1,-1,1,-1,0,-1,-1,-1,0,1,0,0,-1,1,1,1,1,1,-1,1,0,2,4,3,2,3,2,NA,40,2,NA,1,2,NA,3,3,5,2,4,1,1,3,1,1,175823,106.007,4,4.4,5.6,3.6,4.4,1,4.6,3.4,5.166666666666667,3,4,4.055555555555555,3.2222222222222223,3.2222222222222223,0.5,1.6666666666666667,0.75,2,2,3.2,-0.9,-0.3333333333333333,-0.5714285714285714,-0.5862068965517241,BLM,Democrat,Democrat
2020-06-24T12:33:19Z,2020-06-24T12:45:01Z,100,701,1,2020-06-24T12:45:01Z,6,1,1,1,6,5,2,2,2,5,6,1,1,1,6,7,2,1,1,7,6,3,3,3,6,7,1,1,1,7,7,1,7,7,7,7,1,7,7,7,2,6,6,5,6,6,1,6,6,6,6,6,1,7,7,7,7,7,2,2,1,1,1,1,1,1,1,9.036,9.576,110.967,3,0,2,2,0,1,1,1,1,1,1,1,1,1,1,2,1,2,0,1,0,0,0,0,3,2,1,1,1,1,1,1,1,3,79,1,1,3,1,1,1,0,1,1,1,1,1,0,1,1,-1,1,1,0,1,0,0,0,-1,1,1,1,1,1,1,1,1,1,-1,3,3,4,1,1,7,NA,39,1,NA,2,1,NA,3,10,3,2,1,2,1,3,1,1,337845,110.967,1.4,2.4,1.4,1.2,2.6,1,1,1,5.833333333333333,6.166666666666667,7,6.333333333333333,2.7777777777777777,2.888888888888889,1,1.0666666666666667,1,1,1.1428571428571428,1.4,-0.2,0.75,-0.2857142857142857,0.1724137931034483,BLM,Republican,Republican
2020-06-24T12:33:25Z,2020-06-24T12:45:09Z,100,703,1,2020-06-24T12:45:09Z,1,7,7,7,1,1,7,6,6,1,1,7,7,6,1,1,7,7,7,1,1,7,6,6,1,5,3,1,2,4,3,5,3,1,1,2,6,1,2,2,4,3,3,3,3,2,6,1,1,1,1,1,5,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1.444,51.748,105.74,18,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,3,2,1,1,1,1,1,1,1,2,-75,1,1,4,1,1,-1,1,-1,1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,1,1,1,0,-1,-1,1,1,1,1,-1,-1,0,-1,2,4,4,3,1,2,NA,34,2,NA,1,2,NA,3,8,5,1,5,1,1,3,1,1,952909,105.74,7,6.6,6.8,7,6.6,2.6,5.8,6.2,3,1.1666666666666667,1.3333333333333333,1.8333333333333333,2.888888888888889,2.888888888888889,0,0.3333333333333333,0,1,0.14285714285714285,1.6,-1,-0.8333333333333334,-0.8571428571428571,-0.896551724137931,BLM,Democrat,Democrat
2020-06-24T12:32:59Z,2020-06-24T12:45:14Z,100,735,1,2020-06-24T12:45:14Z,5,4,5,4,4,6,5,4,6,4,6,5,4,4,6,2,3,2,2,1,5,6,4,6,5,3,5,4,4,5,7,6,6,5,7,6,7,6,5,6,2,3,5,3,4,3,5,6,6,5,6,4,4,3,5,3,5,5,4,3,3,3,2,4,4,3,4,7.363,7.363,105.194,1,2,2,1,2,2,2,3,1,2,2,1,1,1,0,1,1,2,1,2,1,2,2,3,4,3,3,2,4,4,4,2,3,4,-29,1,1,5,2,2,-1,-1,1,-1,0,1,-1,0,-1,-1,-1,-1,-1,1,1,0,1,1,-1,0,-1,-1,0,-1,1,1,0,1,1,2,2,3,3,2,7,NA,40,0,NA,2,2,NA,3,11,7,4,3,2,3,3,1,1,830027,105.194,4,4.2,3.4,4,4.4,4.2,2.6,3.2,4,5,4.166666666666667,4.388888888888889,3.111111111111111,2.7777777777777777,1.5,1.5333333333333334,2,1.75,1.1428571428571428,2.2,0.3,0,0.2857142857142857,0.1724137931034483,BLM,Independent,Independent
2020-06-24T12:36:42Z,2020-06-24T12:45:19Z,100,517,1,2020-06-24T12:45:19Z,4,5,4,4,3,5,4,3,5,5,1,7,7,7,1,2,7,3,6,7,1,7,5,6,2,5,3,4,3,5,5,3,5,4,5,3,5,3,4,3,2,5,5,6,5,6,4,2,4,2,4,3,2,6,6,6,6,6,4,2,1,1,1,1,1,1,1,0,0,103.638,0,2,3,3,2,1,0,1,1,3,2,2,3,2,2,2,2,0,0,2,0,1,0,2,5,1,2,2,2,1,1,1,1,3,-27,1,1,5,2,4,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,0,0,-1,1,0,1,-1,1,1,1,1,1,0,-1,1,2,3,1,1,3,7,NA,32,0,NA,2,1,NA,3,4,4,2,2,3,1,3,1,1,116269,103.638,4.4,3.6,7,4.6,6.2,3.2,3.2,4.8,5.5,3.1666666666666665,6,4.888888888888889,3,3.3333333333333335,1,1.9333333333333333,0.75,2.5,2.2857142857142856,2.6,-0.4,-0.16666666666666666,0.42857142857142855,-0.10344827586206896,BLM,Independent,Independent
